year,agency_code,target_list,subgroup_list
2018,530340,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,530341,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,530343,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
2018,530346,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,530354,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,530356,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,530358,,
2018,540304,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,540308,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,540312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,540315,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
2018,540316,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,540317,"Math Grade 11,Reading Grade 10",ALL
2018,540318,"Math Grades 3-8,Reading Grades 3-8",ALL
2018,540320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,540324,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD,WH7"
2018,540325,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
2018,540326,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
2018,540328,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7,SWD,WH7"
2018,540330,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
2018,540336,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,WH7"
2018,540338,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
2018,540340,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
2018,540344,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,54A000,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
2018,550308,,
2018,550312,,
2018,550314,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
2018,550316,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS"
2018,550320,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
2018,550322,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
2018,550324,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,550328,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
2018,550332,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
2018,550334,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,MU7,SWD,WH7"
2018,550336,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,550340,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
2018,550342,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
2018,550344,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
2018,550348,,
2018,550349,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
2018,550350,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
2018,550356,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,550360,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
2018,550362,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
2018,550364,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,550368,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,SWD,WH7"
2018,550372,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
2018,55A000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
2018,560304,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,560316,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
2018,560320,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,WH7"
2018,560324,"4 Year Graduation Rate,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
2018,560328,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,560329,"4 Year Graduation Rate,Reading Grade 10",ALL
2018,560330,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
2018,560331,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
2018,560332,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
2018,560338,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
2018,560350,4 Year Graduation Rate,ALL
2018,570306,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
2018,570312,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,570317,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
2018,570318,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,EDS,WH7"
2018,570319,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
2018,570320,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,580308,,
2018,580312,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
2018,580316,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
2018,580320,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
2018,580324,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
2018,580344,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
2018,580350,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
2018,580356,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,580368,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,WH7"
2018,580372,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,58B000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,WH7"
2018,590306,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
2018,590310,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
2018,590316,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
2018,590320,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,WH7"
2018,590328,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,WH7"
2018,590330,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,EDS,HI7,SWD,WH7"
2018,590332,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
2018,590336,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,590340,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,590344,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,590352,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,SWD,WH7"
2018,590356,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
2018,590393,,
2018,600300,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD"
2018,600301,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600302,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,HI7,SWD,WH7"
2018,600305,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600308,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
2018,600311,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
2018,600312,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600313,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
2018,600314,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
2018,600316,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,WH7"
2018,600317,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD"
2018,600318,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600319,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600322,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
2018,600328,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
2018,600329,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600333,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600334,4 Year Graduation Rate,"ALL,BL7"
2018,600335,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
2018,600336,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
2018,600338,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600341,"4 Year Graduation Rate,EL Progress,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600344,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600345,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
2018,600346,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
2018,600349,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
2018,600351,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600352,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
2018,600353,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600357,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,HI7,SWD,WH7"
2018,600361,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600362,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7"
2018,600364,"Math Grade 11,Reading Grade 10",ALL
2018,600365,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600366,,
2018,600367,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
2018,600368,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7"
2018,600369,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,WH7"
2018,600374,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
2018,600377,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600379,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
2018,600381,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600382,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,SWD,WH7"
2018,600383,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600384,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
2018,600385,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,SWD,WH7"
2018,600386,,
2018,600392,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,HI7,WH7"
2018,600394,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
2018,600397,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,ELS,HI7,SWD"
2018,600398,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600399,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600404,,
2018,600405,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600406,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,SWD,WH7"
2018,600408,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600409,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
2018,600410,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600411,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
2018,600412,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600413,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7"
2018,600414,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600415,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600416,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD"
2018,600418,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600420,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
2018,600422,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600424,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600426,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600428,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600429,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7"
2018,600431,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,MU7,SWD,WH7"
2018,600432,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600433,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600434,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600435,,
2018,600436,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600437,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,WH7"
2018,600438,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600439,"Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS"
2018,600440,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600442,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600443,4 Year Graduation Rate,ALL
2018,600444,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
2018,600445,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,HI7,SWD,WH7"
2018,600446,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
2018,600447,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600448,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600449,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600450,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600451,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,EDS,SWD,WH7"
2018,600453,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600454,"Math Grades 3-8,Reading Grades 3-8",ALL
2018,600455,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
2018,600457,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600459,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,EDS,ELS,HI7"
2018,600461,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,SWD"
2018,600462,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600463,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
2018,600464,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
2018,600466,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600468,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600471,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600474,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600475,,
2018,600478,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600479,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600480,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600481,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600482,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
2018,600484,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600485,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD"
2018,600488,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7"
2018,600489,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600491,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
2018,600492,"Math Grades 3-8,Reading Grades 3-8","ALL,WH7"
2018,600493,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600494,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600496,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7"
2018,600497,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,MU7,WH7"
2018,600498,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7"
2018,600499,,
2018,600500,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600501,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600503,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600507,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,SWD,WH7"
2018,600508,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,AS7,BL7,EDS,SWD,WH7"
2018,600509,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
2018,600512,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600513,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,WH7"
2018,600514,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600515,,
2018,600516,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600517,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD"
2018,600518,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
2018,600519,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7"
2018,600520,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600521,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600522,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD,WH7"
2018,600527,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
2018,600530,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,WH7"
2018,600532,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,MU7,SWD,WH7"
2018,600534,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,600535,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600537,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,HI7,SWD,WH7"
2018,600538,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,MU7,SWD,WH7"
2018,600545,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600546,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7"
2018,600549,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600550,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600553,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD"
2018,600557,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,600558,"Math Grades 3-8,Reading Grades 3-8","ALL,EDS,WH7"
2018,600562,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,ELS,HI7,SWD"
2018,600565,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS"
2018,600566,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD"
2018,600567,"Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
2018,600569,,
2018,600571,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,BL7,EDS,WH7"
2018,600574,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,SWD"
2018,600576,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,SWD"
2018,600577,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD"
2018,600579,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600582,,
2018,600586,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600587,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600588,"Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,HI7,WH7"
2018,600589,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7"
2018,600590,"EL Progress,Math Grades 3-8,Reading Grades 3-8","ALL,BL7,EDS,ELS,HI7,SWD,WH7"
2018,600592,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,ELS,HI7,SWD"
2018,600594,,
2018,600693,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
2018,600694,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7,WH7"
2018,600695,"Math Grade 11,Reading Grade 10","ALL,BL7,EDS"
2018,600696,"4 Year Graduation Rate,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7"
2018,600697,"4 Year Graduation Rate,EL Progress,Math Grade 11,Reading Grade 10","ALL,BL7,EDS,HI7"
2018,60B000,"Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD"
2018,60D000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,AS7,BL7,HI7,MU7,SWD,WH7"
2018,60F000,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,WH7"
2018,60G000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,BL7,EDS,HI7,SWD,WH7"
2018,60I000,"4 Year Graduation Rate,Math Grade 11,Math Grades 3-8,Reading Grade 10,Reading Grades 3-8","ALL,SWD,WH7"
2018,60J000,"Math Grades 3-8,Reading Grades 3-8","ALL,AS7,HI7,WH7"
