LEA Name,unit_code,School Name,SBE District,SPG Grade,SPG Score,Reading SPG Grade,Reading  SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,The ACT Score,ACT WorkKeys Score,Math Course Rigor Score,Cohort Graduation Rate Standard Score,State Gap Compared
Burke County Schools,120320,George Hildebrand Elementary,Northwest,C,63.0,C,61.0,C,59.0,Met,79.9,58,56,55,75,,,,,,,,
Burke County Schools,120324,Glen Alpine Elementary,Northwest,B,70.0,C,65.0,B,72.0,Met,80.0,67,63,68,76,,,,,,,,
Burke County Schools,120334,Heritage Middle,Northwest,B,71.0,C,68.0,C,67.0,Exceeded,91.1,66,64,61,81,100,,,,,,,
Burke County Schools,120338,Hildebran Elementary,Northwest,B,73.0,C,69.0,B,70.0,Met,83.4,70,67,66,89,,,,,,,,
Burke County Schools,120340,Mountain Crest Elementary,Northwest,C,57.0,D,51.0,C,55.0,Exceeded,91.2,48,43,46,77,,,,,,,,
Burke County Schools,120344,Icard Elementary,Northwest,C,69.0,C,64.0,C,69.0,Exceeded,90.3,64,59,64,77,,,,,,,,
Burke County Schools,120346,Jimmy C Draughn High School,Northwest,B,73.0,,,,,NotMet,67.4,74,,,,64,63,68,64,83,100,92,
Burke County Schools,120350,Liberty Middle,Northwest,C,66.0,C,69.0,C,58.0,Met,71.5,65,66,55,85,100,,,,,,,
Burke County Schools,120352,North Liberty,Northwest,,,,,,,,,,,,,,,,,,,,
Burke County Schools,120360,Mull Elementary,Northwest,C,67.0,C,64.0,C,65.0,Exceeded,88.8,61,59,59,72,,,,,,,,
Burke County Schools,120364,Oak Hill Elementary,Northwest,C,65.0,C,65.0,C,60.0,Exceeded,90.3,58,59,53,73,,,,,,,,
Burke County Schools,120368,Ray Childers Elementary,Northwest,B,76.0,B,72.0,B,78.0,Met,82.6,74,70,77,78,,,,,,,,
Burke County Schools,120370,Robert L. Patton High School,Northwest,B,73.0,,,,,Met,81.6,70,,,,65,59,44,64,72,100,100,
Burke County Schools,120372,Rutherford College Elem,Northwest,B,84.0,B,81.0,B,83.0,Met,84.9,83,81,82,100,,,,,,,,
Burke County Schools,120374,Salem Elementary,Northwest,B,72.0,B,71.0,C,68.0,Met,83.6,69,68,65,82,,,,,,,,
Burke County Schools,120376,Table Rock Middle,Northwest,C,66.0,C,67.0,C,57.0,Exceeded,86.1,61,62,52,81,100,,,,,,,
Burke County Schools,120380,Valdese Elementary,Northwest,B,72.0,B,71.0,B,70.0,Met,80.4,70,69,68,81,,,,,,,,
Burke County Schools,120386,W A Young Elementary,Northwest,C,61.0,C,63.0,D,54.0,Exceeded,88.8,54,58,46,65,,,,,,,,
Burke County Schools,120390,Walter R Johnson Middle,Northwest,C,64.0,C,61.0,C,58.0,Met,78.5,60,57,53,83,100,,,,,,,
Cabarrus County Schools,130304,A T Allen Elementary,Southwest,C,58.0,C,58.0,C,62.0,NotMet,61.8,57,53,62,50,,,,,,,,
Cabarrus County Schools,130307,Cox Mill High School,Southwest,B,78.0,,,,,Met,80.1,78,,,,66,76,70,73,72,100,100,
Cabarrus County Schools,130308,Bethel Elementary,Southwest,C,56.0,C,61.0,C,57.0,Met,75.3,52,56,51,38,,,,,,,,
Cabarrus County Schools,130309,Beverly Hills Elementary,Southwest,C,64.0,C,65.0,C,61.0,Met,81.8,59,60,57,65,,,,,,,,
Cabarrus County Schools,130310,Central Cabarrus High,Southwest,C,69.0,,,,,Met,84.2,65,,,,49,58,54,54,71,95,100,
Cabarrus County Schools,130311,Coltrane-Webb Elementary,Southwest,C,63.0,C,68.0,C,60.0,NotMet,65.1,63,66,60,62,,,,,,,,
Cabarrus County Schools,130312,Harrisburg Elementary,Southwest,B,78.0,B,78.0,B,79.0,Met,74.1,79,78,80,82,,,,,,,,
Cabarrus County Schools,130313,Concord Middle,Southwest,F,38.0,D,41.0,F,30.0,NotMet,57.9,33,35,22,54,89,,,,,,,
Cabarrus County Schools,130314,Concord High,Southwest,C,59.0,,,,,NotMet,52.3,60,,,,40,52,48,52,76,95,83,
Cabarrus County Schools,130315,J N Fries Magnet School,Southwest,A+NG,91.0,A,94.0,A,86.0,Exceeded,85.2,93,100,87,100,93,,,,,,,Less Than
Cabarrus County Schools,130316,Jay M Robinson High,Southwest,C,69.0,,,,,Met,73.6,68,,,,50,54,55,63,82,100,87,
Cabarrus County Schools,130317,Cabarrus Co Opportunity School,Southwest,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130318,C C Griffin Middle,Southwest,C,55.0,C,56.0,F,39.0,Exceeded,90.2,46,50,29,77,93,,,,,,,
Cabarrus County Schools,130319,Cox Mill Elementary,Southwest,B,84.0,B,82.0,A,87.0,Exceeded,86.7,83,81,86,77,,,,,,,,
Cabarrus County Schools,130320,Harris Road Middle,Southwest,B,81.0,B,79.0,B,73.0,Exceeded,100.0,77,76,69,95,100,,,,,,,
Cabarrus County Schools,130321,Carl A Furr Elementary,Southwest,C,60.0,C,58.0,C,62.0,NotMet,65.8,58,54,61,63,,,,,,,,
Cabarrus County Schools,130322,Mount Pleasant Elementary,Southwest,C,69.0,C,69.0,C,63.0,Exceeded,90.4,64,65,58,79,,,,,,,,
Cabarrus County Schools,130323,Mount Pleasant Middle,Southwest,C,68.0,C,66.0,C,58.0,Exceeded,90.3,62,62,51,86,100,,,,,,,
Cabarrus County Schools,130324,Mount Pleasant High,Southwest,C,68.0,,,,,Met,70.6,68,,,,58,53,59,53,72,100,89,
Cabarrus County Schools,130325,Charles E Boger Elementary,Southwest,B,71.0,B,71.0,B,71.0,Met,81.9,69,69,68,71,,,,,,,,
Cabarrus County Schools,130326,Northwest Cabarrus High,Southwest,B,72.0,,,,,Met,80.1,70,,,,51,62,57,62,80,100,100,
Cabarrus County Schools,130327,Northwest Cabarrus Middle,Southwest,C,61.0,C,60.0,D,52.0,Exceeded,89.7,54,55,44,73,100,,,,,,,
Cabarrus County Schools,130328,Royal Oaks Elementary,Southwest,D,40.0,D,44.0,D,40.0,NotMet,65.7,33,36,33,22,,,,,,,,
Cabarrus County Schools,130329,Rocky River Elementary,Southwest,D,50.0,D,50.0,D,49.0,NotMet,65.5,46,46,45,53,,,,,,,,
Cabarrus County Schools,130330,R Brown McAllister Elementary,Southwest,C,56.0,D,53.0,C,59.0,NotMet,69.5,53,50,54,57,,,,,,,,
Cabarrus County Schools,130331,Pitts School Road Elementary,Southwest,B,72.0,B,70.0,B,74.0,Met,83.3,69,66,72,69,,,,,,,,
Cabarrus County Schools,130332,Hickory Ridge High,Southwest,B,83.0,,,,,Exceeded,91.5,81,,,,70,79,76,71,91,100,95,
Cabarrus County Schools,130333,Performance Learning Center,Southwest,C,67.0,,,,,Met,74.3,65,,,,25,50,38,47,59,92,91,
Cabarrus County Schools,130336,W R Odell Elementary,Southwest,B,78.0,B,77.0,B,78.0,Met,83.3,76,75,77,79,,,,,,,,
Cabarrus County Schools,130338,Weddington Hills Elementary,Southwest,C,66.0,C,64.0,B,70.0,Exceeded,86.5,61,58,65,56,,,,,,,,
Cabarrus County Schools,130340,Winecoff Elementary,Southwest,D,48.0,D,53.0,D,50.0,NotMet,59.8,45,46,47,35,,,,,,,,
Cabarrus County Schools,130342,W M Irvin Elementary,Southwest,D,50.0,D,54.0,D,47.0,NotMet,67.9,46,47,44,48,,,,,,,,
Cabarrus County Schools,130344,Wolf Meadow Elementary,Southwest,C,59.0,D,51.0,C,62.0,Exceeded,85.1,53,44,57,70,,,,,,,,
Cabarrus County Schools,130345,Patriots Elementary,Southwest,B,79.0,B,79.0,B,77.0,Exceeded,98.2,75,75,73,78,,,,,,,,
Cabarrus County Schools,130346,Hickory Ridge Middle,Southwest,B,72.0,B,74.0,C,63.0,Exceeded,91.5,68,71,57,82,100,,,,,,,
Cabarrus County Schools,130350,Cabarrus-Kannapolis Early Coll,Southwest,A,89.0,,,,,Met,82.6,90,,,,78,90,85,90,,100,100,Insufficient Data
Cabarrus County Schools,130355,Harold E. Winkler Middle,Southwest,C,59.0,C,58.0,D,49.0,Exceeded,88.2,52,52,41,72,100,,,,,,,
Kannapolis City Schools,132304,A L Brown High,Southwest,C,58.0,,,,,NotMet,52.2,59,,,,31,46,46,54,63,94,85,
Kannapolis City Schools,132308,Forest Park Elementary,Southwest,C,63.0,C,63.0,C,62.0,Exceeded,91.5,55,58,53,,,,,,,,,
Kannapolis City Schools,132312,Fred L Wilson Elementary,Southwest,D,45.0,D,48.0,D,42.0,Met,73.4,38,41,34,,,,,,,,,
Kannapolis City Schools,132328,Jackson Park Elementary,Southwest,D,52.0,D,50.0,D,54.0,Met,80.2,45,42,48,,,,,,,,,
Kannapolis City Schools,132329,Kannapolis Intermediate,Southwest,D,42.0,D,46.0,D,40.0,NotMet,50.0,40,42,37,43,,,,,,,,
Kannapolis City Schools,132330,Kannapolis Middle,Southwest,D,44.0,D,50.0,F,31.0,NotMet,66.5,38,40,24,55,89,,,,,,,
Kannapolis City Schools,132332,Shady Brook Elementary,Southwest,C,58.0,C,56.0,C,60.0,Exceeded,86.0,51,48,54,,,,,,,,,
Kannapolis City Schools,132336,Woodrow Wilson Elementary,Southwest,D,49.0,D,46.0,D,53.0,Met,76.4,43,39,46,,,,,,,,,
Caldwell County Schools,140304,Baton Elementary,Northwest,C,61.0,C,61.0,C,57.0,NotMet,68.0,59,59,54,74,,,,,,,,
Caldwell County Schools,140305,Caldwell Career Cen Mid. Coll.,Northwest,B,81.0,,,,,Met,70.0,84,,,,82,87,58,84,100,100,94,
Caldwell County Schools,140306,Gateway School,Northwest,,,,,,,,,,,,,,,,,,,,
Caldwell County Schools,140307,Horizons Elementary,Northwest,,,,,,,,,,,,,,,,,,,,
Caldwell County Schools,140308,Collettsville School,Northwest,B,70.0,C,68.0,C,68.0,Met,70.8,69,68,67,79,100,,,,,,,
Caldwell County Schools,140309,Caldwell Early College,Northwest,A+NG,90.0,,,,,Met,83.1,92,,,,100,86,80,100,,100,100,Less Than
Caldwell County Schools,140312,Davenport A+ School,Northwest,C,67.0,C,66.0,C,66.0,Exceeded,92.3,61,62,59,63,,,,,,,,
Caldwell County Schools,140316,Dudley Shoals Elementary,Northwest,B,70.0,B,71.0,C,67.0,Exceeded,91.7,64,67,61,67,,,,,,,,
Caldwell County Schools,140324,Gamewell Elementary,Northwest,C,57.0,C,59.0,D,53.0,Met,80.1,51,54,46,60,,,,,,,,
Caldwell County Schools,140332,Gamewell Middle,Northwest,D,51.0,D,49.0,F,38.0,Met,72.0,45,46,31,78,100,,,,,,,
Caldwell County Schools,140336,Granite Falls Middle,Northwest,C,65.0,C,62.0,C,61.0,Met,71.5,63,62,55,82,100,,,,,,,
Caldwell County Schools,140340,Granite Falls Elementary,Northwest,B,72.0,B,73.0,C,66.0,Met,83.4,69,70,63,83,,,,,,,,
Caldwell County Schools,140344,Happy Valley Elementary,Northwest,C,63.0,C,61.0,C,59.0,Met,81.5,58,57,52,66,100,,,,,,,
Caldwell County Schools,140348,Hibriten High,Northwest,C,66.0,,,,,NotMet,69.1,66,,,,44,58,44,65,67,100,91,
Caldwell County Schools,140352,Hudson Elementary,Northwest,C,64.0,C,68.0,C,59.0,Met,83.9,59,63,55,61,,,,,,,,
Caldwell County Schools,140356,Hudson Middle,Northwest,C,61.0,C,62.0,D,52.0,Met,72.2,58,60,46,83,100,,,,,,,
Caldwell County Schools,140360,Kings Creek Elementary,Northwest,C,60.0,C,68.0,D,50.0,Met,70.2,58,65,45,72,,,,,,,,
Caldwell County Schools,140368,William Lenoir Middle,Northwest,C,67.0,C,61.0,C,60.0,Exceeded,94.1,60,57,51,84,100,,,,,,,
Caldwell County Schools,140372,Lower Creek Elementary,Northwest,B,70.0,B,73.0,C,59.0,Met,81.8,67,69,58,86,,,,,,,,
Caldwell County Schools,140376,Oak Hill Elementary,Northwest,D,52.0,C,61.0,D,41.0,Met,74.7,46,58,32,51,,,,,,,,
Caldwell County Schools,140384,Sawmills Elementary,Northwest,C,56.0,C,60.0,C,58.0,NotMet,65.9,54,59,52,44,,,,,,,,
Caldwell County Schools,140386,South Caldwell High,Northwest,C,65.0,,,,,NotMet,50.6,69,,,,57,56,50,66,74,100,92,
Caldwell County Schools,140388,Valmead Elementary,Northwest,D,53.0,C,56.0,D,49.0,Met,79.1,46,49,42,48,,,,,,,,
Caldwell County Schools,140390,West Caldwell High,Northwest,C,63.0,,,,,NotMet,68.7,61,,,,40,53,46,46,73,100,92,
Caldwell County Schools,140392,West Lenoir Elementary,Northwest,D,44.0,D,47.0,F,32.0,Met,81.6,35,38,23,73,,,,,,,,
Caldwell County Schools,140396,Whitnel Elementary,Northwest,C,56.0,C,55.0,D,54.0,Met,80.5,50,50,47,56,,,,,,,,
Camden County Schools,150304,Camden County High,Northeast,B,75.0,,,,,Met,72.4,75,,,,62,76,61,77,71,100,89,
Camden County Schools,150308,Grandy Primary,Northeast,B,83.0,B,82.0,B,84.0,Exceeded,87.5,82,80,84,,,,,,,,,
Camden County Schools,150310,Camden Intermediate,Northeast,C,69.0,B,78.0,D,53.0,Met,76.0,68,76,52,87,,,,,,,,
Camden County Schools,150312,Camden Middle,Northeast,C,61.0,C,62.0,D,49.0,NotMet,66.0,60,63,41,88,100,,,,,,,
Camden County Schools,150700,CamTech High,Northeast,B,79.0,,,,,Met,71.4,81,,,,49,74,66,89,100,100,90,
Carteret County Public Schools,160304,Atlantic Elementary,Southeast,B,71.0,B,74.0,B,70.0,Met,78.1,70,72,67,67,,,,,,,,
Carteret County Public Schools,160306,Bogue Sound Elementary,Southeast,C,67.0,C,67.0,C,66.0,Met,82.5,63,64,61,67,,,,,,,,
Carteret County Public Schools,160308,Beaufort Elementary,Southeast,B,72.0,B,73.0,C,67.0,Met,84.5,69,70,65,82,,,,,,,,
Carteret County Public Schools,160309,Bridges School,Southeast,,,,,,,,,,,,,,,,,,,,
Carteret County Public Schools,160310,Beaufort Middle,Southeast,C,60.0,C,62.0,D,51.0,Met,71.6,58,59,46,76,100,,,,,,,
Carteret County Public Schools,160311,Broad Creek Middle,Southeast,C,68.0,C,69.0,C,64.0,NotMet,66.4,69,71,59,82,100,,,,,,,
Carteret County Public Schools,160313,East Carteret High,Southeast,B,75.0,,,,,Exceeded,85.8,73,,,,59,65,69,66,83,100,83,
Carteret County Public Schools,160314,Croatan High,Southeast,A+NG,90.0,,,,,Exceeded,100.0,87,,,,81,85,81,88,92,100,88,Less Than
Carteret County Public Schools,160316,Harkers Island Elementary,Southeast,B,73.0,B,73.0,B,70.0,Met,84.6,71,71,66,84,,,,,,,,
Carteret County Public Schools,160317,Morehead Elem at Camp Glenn,Southeast,C,58.0,C,60.0,C,58.0,NotMet,67.2,56,57,55,56,,,,,,,,
Carteret County Public Schools,160318,Morehead City Middle,Southeast,B,70.0,B,71.0,C,60.0,Exceeded,86.4,66,70,53,84,100,,,,,,,
Carteret County Public Schools,160322,Morehead City Primary,Southeast,C,69.0,B,70.0,C,66.0,Met,83.2,66,66,66,,,,,,,,,
Carteret County Public Schools,160324,Newport Elementary,Southeast,B,80.0,B,78.0,B,79.0,Exceeded,85.9,79,76,79,85,,,,,,,,
Carteret County Public Schools,160326,Newport Middle,Southeast,C,63.0,C,60.0,C,57.0,Met,78.0,59,58,50,79,88,,,,,,,
Carteret County Public Schools,160332,Smyrna Elementary,Southeast,B,72.0,C,68.0,B,70.0,Exceeded,86.3,69,66,65,84,94,,,,,,,
Carteret County Public Schools,160344,West Carteret High,Southeast,A+NG,85.0,,,,,Exceeded,100.0,82,,,,77,72,77,82,93,100,86,Less Than
Carteret County Public Schools,160352,White Oak Elementary,Southeast,B,78.0,B,77.0,B,75.0,Exceeded,92.5,74,75,71,81,,,,,,,,
Caswell County Schools,170316,Bartlett Yancey High,Piedmont-Triad,D,53.0,,,,,NotMet,54.0,53,,,,30,44,34,45,56,100,75,
Caswell County Schools,170334,North Elementary,Piedmont-Triad,C,64.0,C,59.0,C,67.0,Met,80.3,60,53,65,64,,,,,,,,
Caswell County Schools,170338,N L Dillard Middle,Piedmont-Triad,D,45.0,D,51.0,F,32.0,NotMet,62.2,41,45,24,67,65,,,,,,,
Caswell County Schools,170339,Oakwood Elementary,Piedmont-Triad,D,42.0,D,41.0,F,39.0,NotMet,57.9,37,37,32,56,,,,,,,,
Caswell County Schools,170342,South Elementary,Piedmont-Triad,C,59.0,D,53.0,C,59.0,Exceeded,87.2,52,46,51,70,,,,,,,,
Caswell County Schools,170344,Stoney Creek Elementary,Piedmont-Triad,C,63.0,C,64.0,C,56.0,Met,79.3,59,58,55,75,,,,,,,,
Catawba County Schools,180302,Harry M Arndt Middle,Northwest,C,68.0,C,64.0,C,61.0,Exceeded,100.0,60,58,53,75,100,,,,,,,
Catawba County Schools,180304,Balls Creek Elementary,Northwest,B,71.0,C,67.0,B,74.0,Exceeded,89.5,67,63,69,69,,,,,,,,
Catawba County Schools,180308,Bandys High,Northwest,B,76.0,,,,,Met,78.9,75,,,,67,66,62,62,66,100,94,
Catawba County Schools,180312,Banoak Elementary,Northwest,C,69.0,C,63.0,B,73.0,Exceeded,86.7,65,59,69,74,,,,,,,,
Catawba County Schools,180316,Blackburn Elementary,Northwest,C,66.0,C,69.0,C,63.0,Met,74.9,64,66,62,61,,,,,,,,
Catawba County Schools,180320,Bunker Hill High,Northwest,C,64.0,,,,,Met,78.5,60,,,,38,55,49,49,70,92,85,
Catawba County Schools,180323,Catawba Rosenwald Education Center,Northwest,,,,,,,,,,,,,,,,,,,,
Catawba County Schools,180324,Catawba Elementary School,Northwest,C,57.0,C,60.0,D,53.0,Met,76.7,52,54,48,61,,,,,,,,
Catawba County Schools,180325,Challenger Early College High,Northwest,A+NG,97.0,,,,,Exceeded,98.7,100,,,,95,90,100,100,,100,100,Less Than
Catawba County Schools,180326,Charles H Tuttle Elementary,Northwest,B,70.0,C,66.0,B,70.0,Met,81.2,67,62,67,84,,,,,,,,
Catawba County Schools,180332,Claremont Elementary,Northwest,C,57.0,C,57.0,D,54.0,Exceeded,86.2,50,50,47,71,,,,,,,,
Catawba County Schools,180336,Clyde Campbell Elementary,Northwest,C,66.0,C,68.0,C,68.0,Met,83.9,62,65,63,48,,,,,,,,
Catawba County Schools,180340,Fred T Foard High,Northwest,B,74.0,,,,,Met,75.5,74,,,,62,63,58,70,77,93,93,
Catawba County Schools,180342,Jacobs Fork Middle,Northwest,C,63.0,C,64.0,D,51.0,NotMet,67.5,62,63,50,82,100,,,,,,,
Catawba County Schools,180343,Lyle Creek Elementary,Northwest,C,56.0,C,57.0,C,56.0,Exceeded,85.4,49,51,49,40,,,,,,,,
Catawba County Schools,180344,Maiden Elementary,Northwest,C,55.0,C,55.0,C,58.0,Met,76.0,50,48,53,47,,,,,,,,
Catawba County Schools,180346,Maiden Middle School,Northwest,C,63.0,C,62.0,D,50.0,Met,76.1,60,58,47,80,100,,,,,,,
Catawba County Schools,180348,Maiden High,Northwest,B,73.0,,,,,Exceeded,86.7,69,,,,59,64,57,60,66,89,91,
Catawba County Schools,180352,Mill Creek Middle,Northwest,C,64.0,C,60.0,C,57.0,Met,72.6,62,58,54,78,100,,,,,,,
Catawba County Schools,180356,Mountain View Elementary,Northwest,B,74.0,B,71.0,B,74.0,Exceeded,90.8,70,67,70,84,,,,,,,,
Catawba County Schools,180360,Oxford Elementary,Northwest,C,65.0,C,59.0,C,66.0,Exceeded,93.3,57,52,59,70,,,,,,,,
Catawba County Schools,180364,River Bend Middle,Northwest,D,53.0,D,54.0,D,48.0,NotMet,69.9,49,49,41,61,100,,,,,,,
Catawba County Schools,180368,Sherrills Ford Elementary,Northwest,B,77.0,B,74.0,B,75.0,Exceeded,90.4,74,73,71,90,,,,,,,,
Catawba County Schools,180372,Saint Stephens Elementary,Northwest,D,50.0,D,52.0,D,45.0,Met,82.6,42,43,39,48,,,,,,,,
Catawba County Schools,180376,Saint Stephens High,Northwest,B,72.0,,,,,Met,83.5,69,,,,54,68,54,66,78,85,87,
Catawba County Schools,180379,Snow Creek Elementary,Northwest,B,70.0,C,68.0,C,68.0,Exceeded,91.9,65,64,61,83,,,,,,,,
Catawba County Schools,180380,Startown Elementary,Northwest,C,67.0,C,64.0,C,68.0,Exceeded,87.1,62,59,63,74,,,,,,,,
Catawba County Schools,180388,Webb A Murray Elementary,Northwest,C,63.0,C,60.0,C,65.0,Exceeded,91.2,56,53,59,60,,,,,,,,
Hickory City Schools,181312,Northview Middle,Northwest,C,68.0,C,63.0,C,60.0,Exceeded,96.5,61,59,52,84,100,,,,,,,
Hickory City Schools,181316,Grandview Middle,Northwest,D,48.0,D,52.0,F,39.0,NotMet,62.3,45,45,34,61,90,,,,,,,
Hickory City Schools,181318,Hickory Career Arts Magnet High School,Northwest,D,45.0,F,0.0,F,0.0,NotMet,54.0,43,0,0,0,13,50,24,44,54,100,84,
Hickory City Schools,181322,Hickory High,Northwest,C,62.0,,,,,NotMet,59.9,63,,,,46,63,48,58,58,93,86,
Hickory City Schools,181326,W M Jenkins Elementary,Northwest,C,67.0,C,68.0,C,61.0,Exceeded,85.6,62,64,56,77,,,,,,,,
Hickory City Schools,181332,Longview Elementary,Northwest,D,54.0,D,53.0,D,53.0,Met,84.0,47,44,47,59,,,,,,,,
Hickory City Schools,181336,Oakwood Elementary,Northwest,B,77.0,B,73.0,B,77.0,Exceeded,88.9,73,71,74,80,,,,,,,,
Hickory City Schools,181342,Southwest Elementary,Northwest,D,41.0,D,41.0,F,39.0,Met,79.3,32,31,29,47,,,,,,,,
Hickory City Schools,181344,Viewmont Elementary,Northwest,D,49.0,D,50.0,D,52.0,NotMet,59.8,46,47,45,47,,,,,,,,
Newton Conover City Schools,182304,Conover Special Education,Northwest,,,,,,,,,,,,,,,,,,,,
Newton Conover City Schools,182316,Newton-Conover High,Northwest,C,65.0,,,,,NotMet,59.6,66,,,,37,55,49,59,78,95,100,
Newton Conover City Schools,182321,Newton-Conover Middle,Northwest,D,42.0,D,44.0,F,34.0,NotMet,50.0,40,42,30,54,74,,,,,,,
Newton Conover City Schools,182322,Shuford Elementary,Northwest,C,67.0,C,61.0,B,76.0,Met,74.3,65,60,73,55,,,,,,,,
Newton Conover City Schools,182324,South Newton Elementary,Northwest,C,56.0,C,56.0,C,57.0,Met,71.9,52,51,53,53,,,,,,,,
Newton Conover City Schools,182328,North Newton Elementary,Northwest,C,59.0,C,55.0,C,63.0,Exceeded,86.2,52,48,56,53,,,,,,,,
Newton Conover City Schools,182700,Discovery High School,Northwest,B,81.0,,,,,NotMet,68.6,84,,,,80,89,71,83,,100,100,
Chatham County Schools,190304,Bennett School,North Central,C,67.0,B,71.0,C,61.0,Met,84.6,63,68,54,75,,,,,,,,
Chatham County Schools,190308,Bonlee School,North Central,C,62.0,C,62.0,C,60.0,Exceeded,86.4,56,56,54,61,,,,,,,,
Chatham County Schools,190310,SAGE Academy,North Central,,,,,,,,,,,,,,,,,,,,
Chatham County Schools,190312,Chatham Middle,North Central,D,45.0,D,49.0,F,38.0,Met,84.7,35,40,27,45,100,,,,,,,
Chatham County Schools,190316,Chatham Central High,North Central,B,75.0,,,,,Exceeded,85.6,72,,,,59,69,62,60,60,100,94,
Chatham County Schools,190328,Horton Middle,North Central,C,56.0,C,59.0,D,48.0,NotMet,69.7,52,56,41,62,100,,,,,,,
Chatham County Schools,190332,J S Waters School,North Central,C,66.0,C,64.0,C,62.0,Exceeded,85.5,61,59,56,79,77,,,,,,,
Chatham County Schools,190336,Jordan Matthews High,North Central,C,67.0,,,,,Exceeded,85.7,63,,,,41,51,48,56,66,100,86,
Chatham County Schools,190339,Margaret B. Pollard Middle,North Central,B,74.0,B,73.0,B,70.0,Met,84.2,71,71,65,74,100,,,,,,,
Chatham County Schools,190340,Moncure School,North Central,C,66.0,C,68.0,C,59.0,Exceeded,85.6,61,64,53,68,100,,,,,,,
Chatham County Schools,190341,North Chatham Elementary,North Central,C,58.0,D,53.0,C,60.0,Exceeded,86.8,51,49,51,57,,,,,,,,
Chatham County Schools,190342,Northwood High,North Central,B,79.0,,,,,Exceeded,90.4,76,,,,61,69,71,82,76,100,87,
Chatham County Schools,190346,Perry W Harrison Elementary,North Central,B,74.0,B,75.0,B,73.0,NotMet,67.5,75,75,75,76,,,,,,,,
Chatham County Schools,190348,Pittsboro Elementary,North Central,C,65.0,C,68.0,C,63.0,NotMet,68.8,65,66,64,,,,,,,,,
Chatham County Schools,190350,Siler City Elementary,North Central,D,53.0,C,56.0,D,49.0,Met,81.1,46,48,44,48,,,,,,,,
Chatham County Schools,190352,Silk Hope School,North Central,B,71.0,C,69.0,B,71.0,Met,79.8,68,66,68,67,100,,,,,,,
Chatham County Schools,190370,Virginia Cross Elementary,North Central,D,47.0,D,47.0,D,47.0,Met,76.8,39,39,40,41,,,,,,,,
Cherokee County Schools,200304,Andrews Elementary,Western,C,61.0,B,70.0,D,50.0,Met,80.6,56,66,45,57,,,,,,,,
Cherokee County Schools,200308,Andrews High,Western,C,62.0,,,,,NotMet,59.2,63,,,,32,62,50,58,77,100,91,
Cherokee County Schools,200310,Andrews Middle,Western,D,51.0,D,53.0,D,44.0,NotMet,69.4,47,47,37,59,100,,,,,,,
Cherokee County Schools,200312,Hiwassee Dam Elementary/Middle,Western,C,65.0,C,64.0,C,65.0,Met,84.5,61,61,59,59,89,,,,,,,
Cherokee County Schools,200314,Hiwassee Dam High,Western,C,67.0,,,,,Met,74.2,65,,,,34,63,37,55,77,100,100,
Cherokee County Schools,200316,Marble Elementary,Western,D,49.0,D,53.0,D,47.0,NotMet,66.9,44,46,44,43,,,,,,,,
Cherokee County Schools,200320,Martins Creek Elementary/Mid,Western,C,67.0,B,70.0,C,57.0,Met,84.4,62,67,51,79,91,,,,,,,
Cherokee County Schools,200322,Mountain Youth School,Western,,,,,,,,,,,,,,,,,,,,
Cherokee County Schools,200324,Murphy Elementary,Western,C,68.0,C,67.0,C,63.0,Met,80.8,65,64,60,85,,,,,,,,
Cherokee County Schools,200328,Murphy High,Western,C,65.0,,,,,NotMet,55.4,68,,,,41,64,33,66,93,100,93,
Cherokee County Schools,200330,Murphy Middle,Western,C,55.0,C,65.0,D,46.0,NotMet,67.4,52,62,38,54,100,,,,,,,
Cherokee County Schools,200332,Peachtree Elementary,Western,B,76.0,B,74.0,B,77.0,Exceeded,86.2,74,72,75,80,,,,,,,,
Cherokee County Schools,200336,Ranger Elementary/Middle,Western,C,60.0,C,67.0,D,53.0,NotMet,69.8,58,64,49,69,56,,,,,,,
Cherokee County Schools,200350,Tri-County Early College High,Western,B,80.0,,,,,Met,74.7,82,,,,74,81,55,92,,100,100,
Edenton-Chowan Schools,210304,Chowan Middle,Northeast,C,61.0,C,57.0,D,52.0,Exceeded,95.2,52,50,42,78,100,,,,,,,
Edenton-Chowan Schools,210306,D F Walker Elementary,Northeast,D,54.0,C,59.0,D,52.0,NotMet,57.6,53,55,51,50,,,,,,,,
Edenton-Chowan Schools,210312,John A Holmes High,Northeast,C,58.0,,,,,NotMet,53.5,59,,,,32,46,43,44,70,100,82,
Edenton-Chowan Schools,210316,White Oak Elementary,Northeast,I,,,,,,,,,,,,,,,,,,,
Clay County Schools,220308,Hayesville Elementary,Western,C,59.0,C,65.0,D,54.0,NotMet,64.5,57,61,54,,,,,,,,,
Clay County Schools,220310,Hayesville High,Western,B,70.0,,,,,Met,83.8,67,,,,46,64,58,73,61,100,81,
Clay County Schools,220312,Hayesville Middle,Western,C,59.0,C,56.0,D,53.0,Met,78.7,54,53,45,74,,,,,,,,
Cleveland County Schools,230304,Bethware Elementary,Southwest,B,77.0,B,73.0,B,82.0,Exceeded,87.0,75,71,79,,,,,,,,,
