District Name,unit_code,School Name,SBE District,SPG Grade,SPG Score,Reading SPG Score,Reading SPG Grade,Math SPG Score,Math SPG Grade,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Reading Score,Math Score,Science Score,NC Math 1 Score,English II Score,Biology Score,ACT Score,ACT WorkKeys Score,Passing NC Math 3,4-Year Cohort Graduation Rate Score,State Gap Compared
Burke County Schools,120364,Oak Hill Elementary,Northwest,C,65.0,55.0,C,62.0,C,Exceeded,90.2,59,51,54,92,,,,,,,,
Burke County Schools,120368,Ray Childers Elementary,Northwest,B,74.0,68.0,C,74.0,B,Met,81.3,72,65,74,90,,,,,,,,
Burke County Schools,120370,Robert L. Patton High School,Northwest,B,71.0,,,,,Met,70.0,71,,,,68,62,52,66,69,100,87,
Burke County Schools,120372,Rutherford College Elem,Northwest,A+NG,87.0,86.0,A,86.0,A,Met,83.7,88,86,88,94,,,,,,,,Y
Burke County Schools,120374,Salem Elementary,Northwest,B,75.0,74.0,B,68.0,C,Exceeded,86.6,72,71,67,89,,,,,,,,
Burke County Schools,120376,Table Rock Middle,Northwest,C,69.0,67.0,C,65.0,C,Exceeded,93.2,63,62,57,74,100,,,,,,,
Burke County Schools,120380,Valdese Elementary,Northwest,B,76.0,69.0,C,79.0,B,Exceeded,90.2,73,65,76,88,,,,,,,,
Burke County Schools,120386,W A Young Elementary,Northwest,C,66.0,62.0,C,62.0,C,Exceeded,92.1,59,55,56,79,,,,,,,,
Burke County Schools,120390,Walter R Johnson Middle,Northwest,C,63.0,57.0,C,61.0,C,Exceeded,87.7,57,53,53,76,100,,,,,,,
Cabarrus County Schools,130304,A T Allen Elementary,Southwest,C,67.0,61.0,C,70.0,B,Met,78.9,64,56,68,73,,,,,,,,
Cabarrus County Schools,130307,Cox Mill High School,Southwest,B,82.0,,,,,Met,74.2,84,,,,79,77,78,80,89,100,100,
Cabarrus County Schools,130308,Bethel Elementary,Southwest,C,58.0,58.0,C,55.0,C,Met,76.2,54,54,50,67,,,,,,,,
Cabarrus County Schools,130309,Beverly Hills Elementary,Southwest,D,50.0,54.0,D,48.0,D,NotMet,59.0,48,49,46,51,,,,,,,,
Cabarrus County Schools,130310,Central Cabarrus High,Southwest,C,65.0,,,,,NotMet,61.0,66,,,,48,58,51,59,79,100,89,
Cabarrus County Schools,130311,Coltrane-Webb Elementary,Southwest,C,67.0,68.0,C,63.0,C,Exceeded,85.3,63,64,58,73,,,,,,,,
Cabarrus County Schools,130312,Harrisburg Elementary,Southwest,B,83.0,77.0,B,86.0,A,Met,82.9,83,79,85,91,,,,,,,,
Cabarrus County Schools,130313,Concord Middle,Southwest,D,43.0,38.0,F,36.0,F,Met,71.4,37,33,26,65,88,,,,,,,
Cabarrus County Schools,130314,Concord High,Southwest,C,60.0,,,,,NotMet,57.6,61,,,,46,45,43,60,65,100,84,
Cabarrus County Schools,130315,J N Fries Magnet School,Southwest,B,83.0,89.0,A,76.0,B,NotMet,59.3,88,92,80,100,95,,,,,,,
Cabarrus County Schools,130316,Jay M Robinson High,Southwest,C,61.0,,,,,NotMet,57.7,62,,,,45,47,48,52,64,100,89,
Cabarrus County Schools,130317,Cabarrus Co Opportunity School,Southwest,,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130318,C C Griffin Middle,Southwest,D,53.0,54.0,D,39.0,F,Met,81.1,46,48,31,79,100,,,,,,,
Cabarrus County Schools,130319,Cox Mill Elementary,Southwest,A+NG,86.0,82.0,B,89.0,A,Exceeded,88.0,86,83,88,90,,,,,,,,Y
Cabarrus County Schools,130320,Harris Road Middle,Southwest,B,83.0,80.0,B,76.0,B,Exceeded,100.0,79,78,72,100,100,,,,,,,
Cabarrus County Schools,130321,Carl A Furr Elementary,Southwest,C,67.0,63.0,C,69.0,C,Exceeded,87.7,62,57,65,69,,,,,,,,
Cabarrus County Schools,130322,Mount Pleasant Elementary,Southwest,C,69.0,64.0,C,68.0,C,Exceeded,90.4,64,58,63,80,,,,,,,,
Cabarrus County Schools,130323,Mount Pleasant Middle,Southwest,C,64.0,64.0,C,56.0,C,Met,72.9,62,61,51,81,95,,,,,,,
Cabarrus County Schools,130324,Mount Pleasant High,Southwest,B,70.0,,,,,NotMet,66.3,70,,,,64,65,58,60,68,100,88,
Cabarrus County Schools,130325,Charles E Boger Elementary,Southwest,C,61.0,61.0,C,63.0,C,NotMet,67.5,60,57,62,63,,,,,,,,
Cabarrus County Schools,130326,Northwest Cabarrus High,Southwest,C,66.0,,,,,NotMet,58.4,68,,,,53,54,50,64,76,100,94,
Cabarrus County Schools,130327,Northwest Cabarrus Middle,Southwest,C,58.0,59.0,C,50.0,D,Met,81.4,52,52,43,68,100,,,,,,,
Cabarrus County Schools,130328,Royal Oaks Elementary,Southwest,D,49.0,50.0,D,47.0,D,Met,74.8,43,43,39,50,,,,,,,,
Cabarrus County Schools,130329,Rocky River Elementary,Southwest,D,43.0,45.0,D,41.0,D,NotMet,60.4,39,38,36,50,,,,,,,,
Cabarrus County Schools,130330,R Brown McAllister Elementary,Southwest,C,60.0,62.0,C,56.0,C,Met,83.1,54,57,50,57,,,,,,,,
Cabarrus County Schools,130331,Pitts School Road Elementary,Southwest,C,67.0,65.0,C,72.0,B,NotMet,63.3,68,64,73,69,,,,,,,,
Cabarrus County Schools,130332,Hickory Ridge High,Southwest,B,82.0,,,,,Exceeded,86.6,81,,,,69,70,71,79,88,100,95,
Cabarrus County Schools,130333,Performance Learning Center,Southwest,C,68.0,,,,,Met,78.6,65,,,,17,65,47,35,50,78,85,
Cabarrus County Schools,130336,W R Odell Primary,Southwest,I,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130337,W R Odell Elementary,Southwest,B,77.0,73.0,B,80.0,B,Exceeded,86.7,74,71,77,75,,,,,,,,
Cabarrus County Schools,130338,Weddington Hills Elementary,Southwest,C,61.0,58.0,C,62.0,C,Met,82.5,56,52,57,63,,,,,,,,
Cabarrus County Schools,130340,Winecoff Elementary,Southwest,D,50.0,49.0,D,52.0,D,NotMet,64.7,46,42,48,49,,,,,,,,
Cabarrus County Schools,130342,W M Irvin Elementary,Southwest,D,45.0,45.0,D,44.0,D,NotMet,64.2,41,39,39,53,,,,,,,,
Cabarrus County Schools,130344,Wolf Meadow Elementary,Southwest,D,54.0,51.0,D,53.0,D,NotMet,68.4,50,43,52,70,,,,,,,,
Cabarrus County Schools,130345,Patriots Elementary,Southwest,B,77.0,76.0,B,78.0,B,Met,84.4,76,74,76,81,,,,,,,,
Cabarrus County Schools,130346,Hickory Ridge Middle,Southwest,B,79.0,73.0,B,76.0,B,Exceeded,100.0,74,71,69,89,100,,,,,,,
Cabarrus County Schools,130349,Cabarrus Early College of Technology,Southwest,B,79.0,,,,,Met,70.2,81,,,,85,80,78,,,,,
Cabarrus County Schools,130350,Cabarrus-Kannapolis Early Coll,Southwest,A,90.0,,,,,Met,81.1,92,,,,86,89,82,100,,100,100,N
Cabarrus County Schools,130355,Harold E. Winkler Middle,Southwest,C,64.0,56.0,C,61.0,C,Exceeded,97.0,56,51,51,78,100,,,,,,,
Kannapolis City Schools,132304,A L Brown High,Southwest,D,51.0,,,,,NotMet,50.0,52,,,,28,36,32,35,63,100,86,
Kannapolis City Schools,132308,Forest Park Elementary,Southwest,C,60.0,55.0,C,65.0,C,Met,82.6,55,50,59,,,,,,,,,
Kannapolis City Schools,132312,Fred L Wilson Elementary,Southwest,D,53.0,50.0,D,56.0,C,Met,76.3,47,42,52,,,,,,,,,
Kannapolis City Schools,132328,Jackson Park Elementary,Southwest,D,52.0,50.0,D,53.0,D,Met,83.3,44,42,46,,,,,,,,,
Kannapolis City Schools,132329,Kannapolis Intermediate,Southwest,D,48.0,47.0,D,45.0,D,NotMet,58.3,45,42,41,58,,,,,,,,
Kannapolis City Schools,132330,Kannapolis Middle,Southwest,D,48.0,51.0,D,38.0,F,NotMet,66.8,43,44,29,61,100,,,,,,,
Kannapolis City Schools,132332,Shady Brook Elementary,Southwest,C,60.0,56.0,C,64.0,C,Exceeded,90.1,53,48,58,,,,,,,,,
Kannapolis City Schools,132336,Woodrow Wilson Elementary,Southwest,C,55.0,49.0,D,61.0,C,Met,72.9,50,41,60,,,,,,,,,
Caldwell County Schools,140304,Baton Elementary,Northwest,C,62.0,65.0,C,56.0,C,NotMet,69.1,60,63,53,74,,,,,,,,
Caldwell County Schools,140305,Caldwell Career Cen Mid. Coll.,Northwest,A,91.0,,,,,Met,80.6,93,,,,88,94,79,93,100,100,100,N
Caldwell County Schools,140306,Gateway School,Northwest,,,,,,,,,,,,,,,,,,,,
Caldwell County Schools,140307,Horizons Elementary,Northwest,,,,,,,,,,,,,,,,,,,,
Caldwell County Schools,140308,Collettsville School,Northwest,B,78.0,76.0,B,74.0,B,Exceeded,90.9,75,73,70,94,,,,,,,,
Caldwell County Schools,140309,Caldwell Early College,Northwest,A+NG,91.0,,,,,Met,73.8,100,,,,92,91,94,100,,100,100,Y
Caldwell County Schools,140312,Davenport A+ School,Northwest,C,64.0,59.0,C,61.0,C,Exceeded,85.0,59,53,56,81,,,,,,,,
Caldwell County Schools,140316,Dudley Shoals Elementary,Northwest,C,68.0,68.0,C,65.0,C,Met,81.6,65,64,62,74,,,,,,,,
Caldwell County Schools,140324,Gamewell Elementary,Northwest,C,60.0,58.0,C,57.0,C,Met,76.8,56,53,53,74,,,,,,,,
Caldwell County Schools,140332,Gamewell Middle,Northwest,C,57.0,56.0,C,46.0,D,Met,82.6,50,50,37,80,100,,,,,,,
Caldwell County Schools,140336,Granite Falls Middle,Northwest,C,67.0,65.0,C,62.0,C,Met,77.3,65,64,56,84,100,,,,,,,
Caldwell County Schools,140340,Granite Falls Elementary,Northwest,B,72.0,74.0,B,68.0,C,Met,80.2,70,71,68,77,,,,,,,,
Caldwell County Schools,140344,Happy Valley Elementary,Northwest,C,56.0,58.0,C,48.0,D,NotMet,65.3,54,55,42,80,100,,,,,,,
Caldwell County Schools,140348,Hibriten High,Northwest,B,71.0,,,,,NotMet,69.3,72,,,,50,67,66,50,78,100,93,
Caldwell County Schools,140352,Hudson Elementary,Northwest,B,70.0,70.0,B,67.0,C,Exceeded,85.8,66,67,62,77,,,,,,,,
Caldwell County Schools,140356,Hudson Middle,Northwest,C,67.0,66.0,C,59.0,C,Exceeded,87.4,62,62,52,83,100,,,,,,,
Caldwell County Schools,140360,Kings Creek Elementary,Northwest,B,70.0,70.0,B,64.0,C,Exceeded,89.0,66,65,58,89,,,,,,,,
Caldwell County Schools,140368,William Lenoir Middle,Northwest,B,70.0,66.0,C,61.0,C,Exceeded,90.9,64,62,54,92,100,,,,,,,
Caldwell County Schools,140372,Lower Creek Elementary,Northwest,B,71.0,70.0,B,66.0,C,Met,82.1,68,66,64,86,,,,,,,,
Caldwell County Schools,140376,Oak Hill Elementary,Northwest,D,53.0,58.0,C,44.0,D,Met,79.3,46,53,35,60,,,,,,,,
Caldwell County Schools,140384,Sawmills Elementary,Northwest,C,64.0,63.0,C,61.0,C,Met,76.1,61,59,57,81,,,,,,,,
Caldwell County Schools,140386,South Caldwell High,Northwest,B,74.0,,,,,Met,74.0,74,,,,65,56,76,59,71,100,89,
Caldwell County Schools,140388,Valmead Elementary,Northwest,D,48.0,54.0,D,45.0,D,NotMet,64.8,44,49,38,42,,,,,,,,
Caldwell County Schools,140390,West Caldwell High,Northwest,C,61.0,,,,,NotMet,54.2,62,,,,44,38,58,43,67,100,85,
Caldwell County Schools,140392,West Lenoir Elementary,Northwest,C,57.0,52.0,D,51.0,D,Exceeded,85.6,50,45,42,84,,,,,,,,
Caldwell County Schools,140396,Whitnel Elementary,Northwest,C,59.0,63.0,C,53.0,D,Met,76.6,55,57,49,67,,,,,,,,
Camden County Schools,150304,Camden County High,Northeast,B,76.0,,,,,Met,81.5,75,,,,45,72,61,73,92,100,90,
Camden County Schools,150308,Grandy Primary,Northeast,B,82.0,79.0,B,83.0,B,Exceeded,86.7,80,77,83,,,,,,,,,
Camden County Schools,150310,Camden Intermediate,Northeast,C,68.0,77.0,B,57.0,C,NotMet,64.4,69,75,57,83,,,,,,,,
Camden County Schools,150312,Camden Middle,Northeast,C,66.0,68.0,C,53.0,D,NotMet,69.3,65,69,47,91,90,,,,,,,
Camden County Schools,150350,Camden Early College High,Northeast,B,81.0,,,,,Met,83.9,80,,,,85,74,71,72,,95,84,
Carteret County Public Schools,160304,Atlantic Elementary,Southeast,B,75.0,72.0,B,76.0,B,Met,74.1,76,71,76,88,,,,,,,,
Carteret County Public Schools,160306,Bogue Sound Elementary,Southeast,B,71.0,71.0,B,70.0,B,Met,76.3,70,67,72,75,,,,,,,,
Carteret County Public Schools,160308,Beaufort Elementary,Southeast,C,68.0,73.0,B,64.0,C,NotMet,68.5,68,71,66,67,,,,,,,,
Carteret County Public Schools,160309,Bridges School,Southeast,,,,,,,,,,,,,,,,,,,,
Carteret County Public Schools,160310,Beaufort Middle,Southeast,C,64.0,62.0,C,60.0,C,Met,74.8,61,60,55,81,100,,,,,,,
Carteret County Public Schools,160311,Broad Creek Middle,Southeast,C,68.0,68.0,C,66.0,C,NotMet,66.7,68,71,61,80,100,,,,,,,
Carteret County Public Schools,160313,East Carteret High,Southeast,B,82.0,,,,,Exceeded,96.6,79,,,,70,68,73,76,82,100,88,
Carteret County Public Schools,160314,Croatan High,Southeast,A+NG,86.0,,,,,Exceeded,100.0,83,,,,83,72,75,79,92,100,89,Y
Carteret County Public Schools,160316,Harkers Island Elementary,Southeast,B,74.0,79.0,B,71.0,B,Exceeded,85.7,71,77,68,64,,,,,,,,
Carteret County Public Schools,160317,Morehead Elem at Camp Glenn,Southeast,C,68.0,69.0,C,67.0,C,NotMet,69.5,68,67,68,69,,,,,,,,
Carteret County Public Schools,160318,Morehead City Middle,Southeast,C,67.0,64.0,C,65.0,C,NotMet,66.2,67,65,60,88,100,,,,,,,
Carteret County Public Schools,160322,Morehead City Primary,Southeast,B,76.0,74.0,B,76.0,B,Exceeded,86.1,74,72,76,,,,,,,,,
Carteret County Public Schools,160324,Newport Elementary,Southeast,B,75.0,73.0,B,75.0,B,Met,75.9,74,71,77,76,,,,,,,,
Carteret County Public Schools,160326,Newport Middle,Southeast,C,69.0,68.0,C,63.0,C,Exceeded,87.8,65,65,57,84,100,,,,,,,
Carteret County Public Schools,160332,Down East Middle and Smyrna Elementary,Southeast,B,72.0,68.0,C,70.0,B,Met,83.2,70,66,66,86,100,,,,,,,
Carteret County Public Schools,160344,West Carteret High,Southeast,B,83.0,,,,,Exceeded,98.0,79,,,,73,71,73,79,79,100,87,
Carteret County Public Schools,160352,White Oak Elementary,Southeast,B,79.0,72.0,B,79.0,B,Exceeded,97.9,74,71,74,86,,,,,,,,
Caswell County Schools,170316,Bartlett Yancey High,Piedmont-Triad,C,55.0,,,,,NotMet,63.8,52,,,,32,48,34,43,50,100,76,
Caswell County Schools,170334,North Elementary,Piedmont-Triad,C,58.0,60.0,C,58.0,C,NotMet,59.9,58,55,59,65,,,,,,,,
Caswell County Schools,170338,N L Dillard Middle,Piedmont-Triad,D,43.0,46.0,D,29.0,F,NotMet,64.0,38,39,22,73,95,,,,,,,
Caswell County Schools,170339,Oakwood Elementary,Piedmont-Triad,D,43.0,46.0,D,40.0,D,NotMet,57.7,39,42,35,45,,,,,,,,
Caswell County Schools,170342,South Elementary,Piedmont-Triad,C,58.0,53.0,D,63.0,C,NotMet,61.5,57,50,61,70,,,,,,,,
Caswell County Schools,170344,Stoney Creek Elementary,Piedmont-Triad,C,55.0,50.0,D,60.0,C,NotMet,66.0,52,46,55,65,,,,,,,,
Catawba County Schools,180302,Harry M Arndt Middle,Northwest,C,69.0,67.0,C,61.0,C,Exceeded,94.9,63,61,53,80,100,,,,,,,
Catawba County Schools,180304,Balls Creek Elementary,Northwest,C,64.0,59.0,C,70.0,B,NotMet,67.6,64,56,70,71,,,,,,,,
Catawba County Schools,180308,Bandys High,Northwest,B,77.0,,,,,Met,82.7,76,,,,73,59,68,67,78,100,94,
Catawba County Schools,180312,Banoak Elementary,Northwest,C,63.0,61.0,C,64.0,C,Met,80.5,59,58,59,63,,,,,,,,
Catawba County Schools,180316,Blackburn Elementary,Northwest,C,62.0,61.0,C,58.0,C,Met,73.4,59,56,57,80,,,,,,,,
Catawba County Schools,180320,Bunker Hill High,Northwest,C,68.0,,,,,Met,84.1,64,,,,51,48,51,46,66,91,89,
Catawba County Schools,180323,Catawba Rosenwald Education Center,Northwest,,,,,,,,,,,,,,,,,,,,
Catawba County Schools,180324,Catawba Elementary School,Northwest,C,55.0,53.0,D,55.0,C,Met,82.7,48,45,48,54,,,,,,,,
Catawba County Schools,180325,Challenger Early College High,Northwest,A+NG,96.0,,,,,Exceeded,96.4,100,,,,93,94,100,93,,100,100,Y
Catawba County Schools,180326,Charles H Tuttle Elementary,Northwest,C,69.0,64.0,C,70.0,B,Met,82.0,66,61,66,83,,,,,,,,
Catawba County Schools,180332,Claremont Elementary,Northwest,C,58.0,55.0,C,54.0,D,Exceeded,85.6,51,47,47,79,,,,,,,,
Catawba County Schools,180336,Clyde Campbell Elementary,Northwest,C,69.0,70.0,B,68.0,C,Met,81.7,66,67,65,69,,,,,,,,
Catawba County Schools,180340,Fred T Foard High,Northwest,C,68.0,,,,,NotMet,59.1,71,,,,54,66,57,56,74,95,94,
Catawba County Schools,180342,Jacobs Fork Middle,Northwest,B,71.0,68.0,C,61.0,C,Exceeded,89.3,66,65,55,85,100,,,,,,,
Catawba County Schools,180343,Lyle Creek Elementary,Northwest,C,59.0,59.0,C,58.0,C,Met,82.4,53,53,51,56,,,,,,,,
Catawba County Schools,180344,Maiden Elementary,Northwest,C,65.0,63.0,C,65.0,C,Exceeded,89.7,59,57,59,65,,,,,,,,
Catawba County Schools,180346,Maiden Middle School,Northwest,C,61.0,56.0,C,58.0,C,Met,80.7,56,51,51,70,100,,,,,,,
Catawba County Schools,180348,Maiden High,Northwest,B,70.0,,,,,Met,74.6,69,,,,50,59,60,53,73,100,92,
Catawba County Schools,180352,Mill Creek Middle,Northwest,C,69.0,66.0,C,63.0,C,Met,78.5,67,62,59,83,100,,,,,,,
Catawba County Schools,180356,Mountain View Elementary,Northwest,B,73.0,70.0,B,74.0,B,Met,84.1,71,68,71,83,,,,,,,,
Catawba County Schools,180360,Oxford Elementary,Northwest,D,52.0,55.0,C,51.0,D,NotMet,64.9,49,50,48,52,,,,,,,,
Catawba County Schools,180364,River Bend Middle,Northwest,C,58.0,56.0,C,53.0,D,Met,74.2,54,50,47,70,100,,,,,,,
Catawba County Schools,180368,Sherrills Ford Elementary,Northwest,B,75.0,74.0,B,72.0,B,Met,84.3,73,72,69,89,,,,,,,,
Catawba County Schools,180372,Saint Stephens Elementary,Northwest,D,53.0,52.0,D,46.0,D,Exceeded,87.3,44,43,38,71,,,,,,,,
Catawba County Schools,180376,Saint Stephens High,Northwest,C,66.0,,,,,NotMet,69.4,65,,,,58,54,46,57,69,90,90,
Catawba County Schools,180379,Snow Creek Elementary,Northwest,C,69.0,66.0,C,68.0,C,Exceeded,89.8,64,61,62,79,,,,,,,,
Catawba County Schools,180380,Startown Elementary,Northwest,B,70.0,63.0,C,75.0,B,Met,77.9,68,60,73,77,,,,,,,,
Catawba County Schools,180388,Webb A Murray Elementary,Northwest,C,69.0,63.0,C,71.0,B,Met,83.1,65,58,69,78,,,,,,,,
Hickory City Schools,181312,Northview Middle,Northwest,B,70.0,63.0,C,65.0,C,Exceeded,92.9,64,61,57,81,100,,,,,,,
Hickory City Schools,181316,Grandview Middle,Northwest,D,47.0,51.0,D,40.0,D,NotMet,61.0,44,45,34,57,77,,,,,,,
Hickory City Schools,181318,Hickory Career Arts Magnet High School,Northwest,C,68.0,,,,,Met,75.2,66,,,,19,71,62,46,78,100,88,
Hickory City Schools,181322,Hickory High,Northwest,C,59.0,,,,,NotMet,50.0,61,,,,44,55,42,51,65,100,87,
Hickory City Schools,181326,W M Jenkins Elementary,Northwest,B,71.0,69.0,C,71.0,B,Exceeded,90.6,66,64,66,72,,,,,,,,
Hickory City Schools,181332,Longview Elementary,Northwest,C,61.0,56.0,C,70.0,B,Met,71.9,59,52,67,55,,,,,,,,
Hickory City Schools,181336,Oakwood Elementary,Northwest,B,73.0,69.0,C,73.0,B,Exceeded,88.0,69,65,70,78,,,,,,,,
Hickory City Schools,181342,Southwest Elementary,Northwest,D,49.0,47.0,D,48.0,D,Met,83.0,40,38,40,46,,,,,,,,
Hickory City Schools,181344,Viewmont Elementary,Northwest,C,59.0,56.0,C,59.0,C,Met,82.8,53,50,53,58,,,,,,,,
Newton Conover City Schools,182304,Conover Special Education,Northwest,,,,,,,,,,,,,,,,,,,,
Newton Conover City Schools,182316,Newton-Conover High,Northwest,C,69.0,,,,,Met,84.0,66,,,,58,50,42,46,78,95,100,
Newton Conover City Schools,182321,Newton-Conover Middle,Northwest,C,62.0,63.0,C,55.0,C,Met,77.2,58,59,49,74,100,,,,,,,
Newton Conover City Schools,182322,Shuford Elementary,Northwest,B,79.0,70.0,B,83.0,B,Exceeded,95.3,75,67,80,85,,,,,,,,
Newton Conover City Schools,182324,South Newton Elementary,Northwest,C,62.0,57.0,C,62.0,C,Exceeded,85.9,56,51,56,70,,,,,,,,
Newton Conover City Schools,182328,North Newton Elementary,Northwest,C,61.0,52.0,D,68.0,C,Met,78.3,56,48,64,59,,,,,,,,
Newton Conover City Schools,182700,Discovery High School,Northwest,A,89.0,,,,,Met,72.8,93,,,,75,100,,95,,100,100,N
Chatham County Schools,190304,Bennett School,North Central,C,69.0,73.0,B,62.0,C,Met,81.4,66,70,58,76,,,,,,,,
Chatham County Schools,190308,Bonlee School,North Central,C,64.0,59.0,C,63.0,C,Met,82.1,60,55,58,76,,,,,,,,
Chatham County Schools,190310,SAGE Academy,North Central,,,,,,,,,,,,,,,,,,,,
Chatham County Schools,190312,Chatham Middle,North Central,D,54.0,53.0,D,50.0,D,Met,79.0,48,48,41,61,85,,,,,,,
Chatham County Schools,190316,Chatham Central High,North Central,B,72.0,,,,,Met,76.8,71,,,,49,57,62,63,78,100,93,
Chatham County Schools,190328,Horton Middle,North Central,C,65.0,67.0,C,58.0,C,Met,70.6,64,66,54,75,100,,,,,,,
Chatham County Schools,190332,J S Waters School,North Central,C,68.0,63.0,C,69.0,C,Met,77.0,65,61,67,75,,,,,,,,
Chatham County Schools,190336,Jordan Matthews High,North Central,C,59.0,,,,,NotMet,64.7,57,,,,37,47,43,45,78,100,83,
Chatham County Schools,190339,Margaret B. Pollard Middle,North Central,B,75.0,67.0,C,74.0,B,Exceeded,85.0,73,69,68,83,100,,,,,,,
Chatham County Schools,190340,Moncure School,North Central,C,66.0,66.0,C,64.0,C,Exceeded,91.3,60,61,56,71,,,,,,,,
Chatham County Schools,190341,North Chatham Elementary,North Central,C,68.0,66.0,C,68.0,C,Exceeded,86.0,63,62,63,65,,,,,,,,
Chatham County Schools,190342,Northwood High,North Central,B,73.0,,,,,Met,70.6,74,,,,61,67,57,72,83,100,89,
Chatham County Schools,190346,Perry W Harrison Elementary,North Central,B,76.0,79.0,B,74.0,B,NotMet,65.2,78,79,78,76,,,,,,,,
Chatham County Schools,190348,Pittsboro Elementary,North Central,B,75.0,71.0,B,78.0,B,Exceeded,92.7,70,67,74,,,,,,,,,
Chatham County Schools,190350,Siler City Elementary,North Central,C,61.0,53.0,D,67.0,C,Exceeded,88.0,54,46,61,58,,,,,,,,
Chatham County Schools,190352,Silk Hope School,North Central,B,73.0,70.0,B,71.0,B,Exceeded,88.0,70,67,66,83,100,,,,,,,
Chatham County Schools,190370,Virginia Cross Elementary,North Central,D,50.0,49.0,D,52.0,D,Met,73.5,44,40,48,44,,,,,,,,
Chatham County Schools,190501,Chatham School of Science & Engineering,North Central,A,100.0,,,,,,,100,,,,100,,,,,,,N
Cherokee County Schools,200304,Andrews Elementary,Western,B,80.0,79.0,B,78.0,B,Exceeded,88.3,79,76,78,87,,,,,,,,
Cherokee County Schools,200308,Andrews High,Western,B,71.0,,,,,NotMet,69.4,71,,,,64,56,47,57,92,100,100,
Cherokee County Schools,200310,Andrews Middle,Western,C,68.0,62.0,C,61.0,C,Met,78.2,65,59,56,89,100,,100,,,,,
Cherokee County Schools,200312,Hiwassee Dam Elementary/Middle,Western,B,77.0,74.0,B,76.0,B,Met,83.9,75,71,75,82,100,,,,,,,
Cherokee County Schools,200314,Hiwassee Dam High,Western,B,75.0,,,,,Met,82.7,73,,,,60,73,56,50,87,100,94,
Cherokee County Schools,200316,Marble Elementary,Western,C,60.0,61.0,C,53.0,D,Met,70.1,58,58,49,81,,,,,,,,
Cherokee County Schools,200320,Martins Creek Elementary/Mid,Western,B,71.0,71.0,B,64.0,C,Met,82.8,68,69,59,81,100,,,,,,,
Cherokee County Schools,200322,The Oaks Academy,Western,,,,,,,,,,,,,,,,,,,,
Cherokee County Schools,200324,Murphy Elementary,Western,C,68.0,67.0,C,64.0,C,Met,83.2,65,62,61,83,,,,,,,,
Cherokee County Schools,200328,Murphy High,Western,C,59.0,,,,,NotMet,55.1,60,,,,30,55,33,56,74,100,94,
Cherokee County Schools,200330,Murphy Middle,Western,C,63.0,61.0,C,53.0,D,Met,76.4,60,59,47,91,100,,,,,,,
Cherokee County Schools,200332,Peachtree Elementary,Western,B,76.0,71.0,B,79.0,B,Met,81.1,75,70,77,83,,,,,,,,
Cherokee County Schools,200336,Ranger Elementary/Middle,Western,C,60.0,64.0,C,54.0,D,Met,73.2,57,60,49,68,85,,,,,,,
Cherokee County Schools,200350,Tri-County Early College High,Western,B,82.0,,,,,NotMet,69.9,85,,,,78,75,78,89,100,100,93,
Edenton-Chowan Schools,210304,Chowan Middle,Northeast,C,57.0,58.0,C,46.0,D,Exceeded,87.8,49,51,38,70,90,,,,,,,
Edenton-Chowan Schools,210306,D F Walker Elementary,Northeast,B,71.0,67.0,C,71.0,B,Exceeded,88.8,66,62,68,78,,,,,,,,
Edenton-Chowan Schools,210312,John A Holmes High,Northeast,C,58.0,,,,,NotMet,54.3,59,,,,32,50,42,47,81,100,84,
Edenton-Chowan Schools,210316,White Oak Elementary,Northeast,I,,,,,,,,,,,,,,,,,,,
Clay County Schools,220308,Hayesville Elementary,Western,C,66.0,63.0,C,68.0,C,Exceeded,86.3,61,58,64,,,,,,,,,
Clay County Schools,220310,Hayesville High,Western,B,70.0,,,,,Exceeded,85.9,66,,,,56,55,52,60,71,100,89,
Clay County Schools,220312,Hayesville Middle,Western,D,53.0,54.0,D,49.0,D,NotMet,58.8,52,53,43,66,,,,,,,,
Cleveland County Schools,230304,Bethware Elementary,Southwest,B,71.0,68.0,C,74.0,B,Met,78.5,69,64,73,,,,,,,,,
