LEA Name,unit_code,School Name,SBE Region,SPG Grade,SPG Score,Reading SPG Grade,Reading  SPG Score,Math SPG Grade,Math SPG Score,EVAAS Growth Status,EVAAS Growth Score,Overall Achievement Score,Read Score,Math Score,Science Score,Math I Score,English II Score,Biology Score,The ACT Score,ACT WorkKeys Score,Math Course Rigor Score,Cohort Graduation Rate Standard Score
Cabarrus County Schools,130314,Concord High,6,C,61.0,,,,,NotMet,56.0,62,,,,48,54,49,62,69,81,85
Cabarrus County Schools,130315,J N Fries Magnet School,6,A,87.0,A,92.0,B,78.0,Met,82.4,89,93,81,100,92,,,,,,
Cabarrus County Schools,130316,Jay M Robinson High,6,C,64.0,,,,,NotMet,56.4,66,,,,47,57,43,61,72,100,86
Cabarrus County Schools,130317,Cabarrus Co Opportunity School,6,,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130318,C C Griffin Middle,6,D,46.0,D,53.0,F,31.0,NotMet,63.0,42,48,25,66,100,,,,,,
Cabarrus County Schools,130319,Cox Mill Elementary,6,B,81.0,B,80.0,A,86.0,Met,79.6,81,80,85,74,,,,,,,
Cabarrus County Schools,130320,Harris Road Middle,6,B,79.0,B,77.0,B,74.0,Exceeded,100.0,74,74,68,87,100,,,,,,
Cabarrus County Schools,130321,Carl A Furr Elementary,6,C,65.0,C,64.0,C,67.0,Met,76.0,63,60,65,66,,,,,,,
Cabarrus County Schools,130322,Mount Pleasant Elementary,6,B,72.0,C,68.0,C,67.0,Exceeded,89.8,67,65,62,86,,,,,,,
Cabarrus County Schools,130323,Mount Pleasant Middle,6,C,68.0,C,69.0,D,53.0,Exceeded,90.1,62,64,49,84,100,,,,,,
Cabarrus County Schools,130324,Mount Pleasant High,6,C,65.0,,,,,NotMet,59.0,66,,,,45,51,45,62,79,100,89
Cabarrus County Schools,130325,Charles E Boger Elementary,6,C,64.0,C,66.0,C,63.0,NotMet,68.9,63,63,62,65,,,,,,,
Cabarrus County Schools,130326,Northwest Cabarrus High,6,B,72.0,,,,,Exceeded,86.4,69,,,,55,58,58,60,66,100,94
Cabarrus County Schools,130327,Northwest Cabarrus Middle,6,C,62.0,C,62.0,D,52.0,Exceeded,90.7,55,57,44,76,100,,,,,,
Cabarrus County Schools,130328,Royal Oaks Elementary,6,D,53.0,D,50.0,C,55.0,Met,79.1,47,44,48,52,,,,,,,
Cabarrus County Schools,130329,Rocky River Elementary,6,D,53.0,C,55.0,D,52.0,NotMet,69.0,49,50,47,53,,,,,,,
Cabarrus County Schools,130330,R Brown McAllister Elementary,6,B,72.0,C,66.0,B,72.0,Exceeded,93.5,66,62,66,77,,,,,,,
Cabarrus County Schools,130331,Pitts School Road Elementary,6,C,64.0,C,66.0,C,64.0,NotMet,56.8,66,65,66,69,,,,,,,
Cabarrus County Schools,130332,Hickory Ridge High,6,B,83.0,,,,,Exceeded,93.9,80,,,,73,75,68,75,80,100,100
Cabarrus County Schools,130333,Performance Learning Center,6,C,62.0,,,,,,,62,,,,,35,23,52,42,82,81
Cabarrus County Schools,130335,Long School,6,I,,,,,,,,,,,,,,,,,,
Cabarrus County Schools,130336,W R Odell Elementary,6,B,76.0,B,75.0,B,76.0,Met,78.6,75,73,77,78,,,,,,,
Cabarrus County Schools,130338,Weddington Hills Elementary,6,C,63.0,C,61.0,C,66.0,Met,82.4,58,56,61,55,,,,,,,
Cabarrus County Schools,130340,Winecoff Elementary,6,D,47.0,D,51.0,D,51.0,NotMet,58.7,44,43,49,32,,,,,,,
Cabarrus County Schools,130342,W M Irvin Elementary,6,D,47.0,D,53.0,D,52.0,NotMet,66.3,43,47,46,21,,,,,,,
Cabarrus County Schools,130344,Wolf Meadow Elementary,6,D,52.0,D,52.0,C,57.0,Met,74.1,47,46,51,33,,,,,,,
Cabarrus County Schools,130345,Patriots Elementary,6,C,69.0,B,70.0,C,65.0,Met,82.9,65,66,62,71,,,,,,,
Cabarrus County Schools,130346,Hickory Ridge Middle,6,B,74.0,B,72.0,C,68.0,Exceeded,91.1,69,70,62,82,100,,,,,,
Cabarrus County Schools,130350,Cabarrus-Kannapolis Early Coll,6,A,87.0,,,,,Met,81.0,89,,,,77,92,86,91,,100,100
Cabarrus County Schools,130355,Harold E. Winkler Middle,6,C,62.0,C,60.0,D,52.0,Exceeded,88.8,55,55,44,76,100,,,,,,
Kannapolis City Schools,132304,A L Brown High,3,C,59.0,,,,,NotMet,55.2,60,,,,42,52,44,54,68,100,83
Kannapolis City Schools,132308,Forest Park Elementary,3,C,60.0,C,59.0,C,61.0,Exceeded,90.0,53,52,53,,,,,,,,
Kannapolis City Schools,132312,Fred L Wilson Elementary,3,C,55.0,D,48.0,C,60.0,Exceeded,86.6,47,40,54,,,,,,,,
Kannapolis City Schools,132328,Jackson Park Elementary,3,C,55.0,D,54.0,C,55.0,Met,80.8,49,47,51,,,,,,,,
Kannapolis City Schools,132329,Kannapolis Intermediate,3,D,44.0,D,46.0,D,41.0,NotMet,55.6,41,42,36,52,,,,,,,
Kannapolis City Schools,132330,Kannapolis Middle,3,D,45.0,D,50.0,F,34.0,NotMet,57.0,42,42,29,61,100,,,,,,
Kannapolis City Schools,132332,Shady Brook Elementary,3,C,58.0,C,56.0,C,60.0,Met,81.1,52,49,56,,,,,,,,
Kannapolis City Schools,132336,Woodrow Wilson Elementary,3,D,54.0,D,51.0,C,57.0,Met,80.1,48,44,52,,,,,,,,
Caldwell County Schools,140304,Baton Elementary,7,B,71.0,C,69.0,C,66.0,Exceeded,90.0,66,65,63,80,,,,,,,
Caldwell County Schools,140305,Caldwell Career Cen Mid. Coll.,7,B,81.0,,,,,Met,77.3,82,,,,79,92,55,78,90,100,92
Caldwell County Schools,140306,Gateway School,7,,,,,,,,,,,,,,,,,,,
Caldwell County Schools,140307,Horizons Elementary,7,,,,,,,,,,,,,,,,,,,
Caldwell County Schools,140308,Collettsville School,7,B,77.0,B,76.0,B,71.0,Exceeded,90.3,74,74,67,88,100,,,,,,
Caldwell County Schools,140309,Caldwell Early College,7,A,93.0,,,,,Exceeded,89.4,94,,,,90,91,85,100,,100,100
Caldwell County Schools,140312,Davenport A+ School,7,C,64.0,C,66.0,C,58.0,Exceeded,86.6,58,62,52,66,,,,,,,
Caldwell County Schools,140316,Dudley Shoals Elementary,7,C,66.0,B,70.0,C,55.0,Exceeded,87.4,61,64,50,80,,,,,,,
Caldwell County Schools,140324,Gamewell Elementary,7,C,61.0,C,62.0,C,55.0,Exceeded,95.2,52,55,45,63,,,,,,,
Caldwell County Schools,140332,Gamewell Middle,7,C,56.0,C,57.0,D,45.0,Exceeded,92.4,47,50,34,70,100,,,,,,
Caldwell County Schools,140336,Granite Falls Middle,7,C,69.0,C,69.0,C,62.0,Exceeded,94.9,63,64,54,77,100,,,,,,
Caldwell County Schools,140340,Granite Falls Elementary,7,B,72.0,B,71.0,C,69.0,Exceeded,90.2,67,68,64,76,,,,,,,
Caldwell County Schools,140344,Happy Valley Elementary,7,C,63.0,C,63.0,C,55.0,Met,84.4,58,58,49,80,82,,,,,,
Caldwell County Schools,140348,Hibriten High,7,B,72.0,,,,,Met,81.1,70,,,,42,69,61,59,72,100,91
Caldwell County Schools,140352,Hudson Elementary,7,C,67.0,C,68.0,C,63.0,Exceeded,90.3,62,63,57,71,,,,,,,
Caldwell County Schools,140356,Hudson Middle,7,C,69.0,C,69.0,C,58.0,Exceeded,93.2,63,65,50,87,100,,,,,,
Caldwell County Schools,140360,Kings Creek Elementary,7,C,65.0,C,69.0,C,55.0,Met,80.0,62,65,51,79,,,,,,,
Caldwell County Schools,140368,William Lenoir Middle,7,C,65.0,C,64.0,C,55.0,Exceeded,93.2,58,59,46,80,100,,,,,,
Caldwell County Schools,140372,Lower Creek Elementary,7,C,67.0,C,68.0,C,62.0,Met,81.1,63,65,57,77,,,,,,,
Caldwell County Schools,140376,Oak Hill Elementary,7,C,58.0,C,67.0,D,40.0,Met,82.8,51,62,30,76,,,,,,,
Caldwell County Schools,140384,Sawmills Elementary,7,C,56.0,C,65.0,D,54.0,Met,79.7,50,61,46,30,,,,,,,
Caldwell County Schools,140386,South Caldwell High,7,B,71.0,,,,,Met,71.6,71,,,,63,59,55,60,79,100,93
Caldwell County Schools,140388,Valmead Elementary,7,D,49.0,C,55.0,F,37.0,Met,80.8,41,48,28,56,,,,,,,
Caldwell County Schools,140390,West Caldwell High,7,C,64.0,,,,,Met,70.7,63,,,,42,49,49,49,60,100,90
Caldwell County Schools,140392,West Lenoir Elementary,7,D,46.0,D,48.0,D,40.0,NotMet,68.1,40,42,33,57,,,,,,,
Caldwell County Schools,140396,Whitnel Elementary,7,C,57.0,C,56.0,C,55.0,Met,81.2,51,49,49,64,,,,,,,
Camden County Schools,150304,Camden County High,1,B,80.0,,,,,Exceeded,90.7,77,,,,68,74,68,65,84,100,85
Camden County Schools,150308,Grandy Primary,1,B,83.0,B,79.0,A,85.0,Exceeded,90.0,81,77,85,,,,,,,,
Camden County Schools,150310,Camden Intermediate,1,C,68.0,B,75.0,D,53.0,Met,80.2,66,73,50,87,,,,,,,
Camden County Schools,150312,Camden Middle,1,C,65.0,C,65.0,D,49.0,Met,76.1,62,64,42,92,100,,,,,,
Camden County Schools,150700,CamTech High,1,B,76.0,,,,,Met,80.0,75,,,,65,82,66,76,100,100,69
Carteret County Public Schools,160304,Atlantic Elementary,2,B,75.0,B,80.0,C,65.0,Met,82.9,73,80,61,81,100,,,,,,
Carteret County Public Schools,160306,Bogue Sound Elementary,2,C,61.0,C,64.0,C,63.0,NotMet,65.7,59,62,60,51,,,,,,,
Carteret County Public Schools,160308,Beaufort Elementary,2,B,72.0,B,74.0,B,70.0,Met,79.4,70,72,69,68,,,,,,,
Carteret County Public Schools,160309,Bridges School,2,,,,,,,,,,,,,,,,,,,
Carteret County Public Schools,160310,Beaufort Middle,2,C,63.0,C,68.0,D,52.0,Met,83.0,59,64,45,71,100,,,,,,
Carteret County Public Schools,160311,Broad Creek Middle,2,B,76.0,B,77.0,C,68.0,Exceeded,97.6,70,74,62,78,100,,,,,,
Carteret County Public Schools,160313,East Carteret High,2,B,80.0,F,0.0,F,0.0,Exceeded,92.3,77,0,0,0,62,66,85,67,79,100,89
Carteret County Public Schools,160314,Croatan High,2,A,89.0,,,,,Exceeded,96.6,87,,,,85,83,77,88,94,100,89
Carteret County Public Schools,160316,Harkers Island Elementary,2,B,78.0,B,79.0,B,71.0,Met,82.1,76,79,70,80,100,,,,,,
Carteret County Public Schools,160317,Morehead Elem at Camp Glenn,2,C,61.0,C,62.0,D,53.0,Met,73.8,57,57,50,73,,,,,,,
Carteret County Public Schools,160318,Morehead City Middle,2,B,70.0,B,72.0,C,60.0,Exceeded,86.8,66,69,54,86,100,,,,,,
Carteret County Public Schools,160322,Morehead City Primary,2,B,74.0,B,76.0,C,69.0,Met,84.8,72,74,69,,,,,,,,
Carteret County Public Schools,160324,Newport Elementary,2,C,69.0,C,69.0,B,70.0,Met,74.9,68,68,69,66,,,,,,,
Carteret County Public Schools,160326,Newport Middle,2,C,65.0,C,67.0,C,56.0,Met,76.7,62,63,51,81,100,,,,,,
Carteret County Public Schools,160332,Smyrna Elementary,2,B,70.0,B,72.0,C,61.0,Exceeded,88.7,66,68,55,85,100,,,,,,
Carteret County Public Schools,160344,West Carteret High,2,B,84.0,,,,,Exceeded,100.0,80,,,,79,73,68,79,84,100,87
Carteret County Public Schools,160352,White Oak Elementary,2,B,71.0,B,74.0,C,69.0,Met,82.3,68,72,66,66,,,,,,,
Caswell County Schools,170316,Bartlett Yancey High,5,D,50.0,,,,,NotMet,50.0,50,,,,27,44,28,37,60,100,77
Caswell County Schools,170334,North Elementary,5,C,64.0,C,58.0,C,62.0,Met,81.6,60,54,59,81,,,,,,,
Caswell County Schools,170338,N L Dillard Middle,5,D,51.0,C,57.0,F,33.0,Met,77.2,44,50,27,71,64,,,,,,
Caswell County Schools,170339,Oakwood Elementary,5,D,53.0,D,51.0,D,51.0,Met,83.5,45,46,42,51,,,,,,,
Caswell County Schools,170342,South Elementary,5,C,58.0,D,54.0,C,55.0,Met,78.2,52,49,49,71,,,,,,,
Caswell County Schools,170344,Stoney Creek Elementary,5,C,58.0,C,55.0,D,54.0,Met,77.2,53,51,49,67,,,,,,,
Catawba County Schools,180302,Harry M Arndt Middle,7,C,65.0,C,65.0,D,54.0,Exceeded,98.1,57,58,44,76,100,,,,,,
Catawba County Schools,180304,Balls Creek Elementary,7,C,65.0,C,58.0,C,68.0,Met,83.7,60,55,63,68,,,,,,,
Catawba County Schools,180308,Bandys High,7,B,80.0,,,,,Exceeded,91.2,77,,,,72,76,66,66,57,100,93
Catawba County Schools,180312,Banoak Elementary,7,C,68.0,C,66.0,C,68.0,Exceeded,87.9,63,62,62,75,,,,,,,
Catawba County Schools,180316,Blackburn Elementary,7,C,68.0,C,66.0,C,67.0,Met,82.1,64,62,63,76,,,,,,,
Catawba County Schools,180320,Bunker Hill High,7,C,69.0,,,,,Exceeded,86.1,65,,,,50,61,49,43,60,92,93
Catawba County Schools,180323,Catawba Rosenwald Education Center,7,,,,,,,,,,,,,,,,,,,
Catawba County Schools,180324,Catawba Elementary School,7,C,58.0,C,61.0,C,56.0,Met,82.9,51,56,49,44,,,,,,,
Catawba County Schools,180325,Challenger Early College High,7,A,98.0,,,,,Exceeded,99.0,100,,,,100,93,100,100,,100,100
Catawba County Schools,180326,Charles H Tuttle Elementary,7,C,68.0,C,67.0,C,67.0,Exceeded,86.2,63,64,62,65,,,,,,,
Catawba County Schools,180332,Claremont Elementary,7,C,65.0,C,59.0,C,65.0,Exceeded,91.0,59,54,58,80,,,,,,,
Catawba County Schools,180336,Clyde Campbell Elementary,7,B,75.0,B,76.0,B,72.0,Exceeded,97.7,69,73,65,73,,,,,,,
Catawba County Schools,180340,Fred T Foard High,7,B,75.0,,,,,NotMet,67.5,77,,,,62,70,63,77,84,100,93
Catawba County Schools,180342,Jacobs Fork Middle,7,C,66.0,C,69.0,C,56.0,Met,82.4,62,65,50,76,100,,,,,,
Catawba County Schools,180343,Lyle Creek Elementary,7,D,53.0,D,51.0,D,52.0,Exceeded,92.8,44,42,42,58,,,,,,,
Catawba County Schools,180344,Maiden Elementary,7,C,58.0,C,58.0,C,59.0,Exceeded,90.2,50,51,51,49,,,,,,,
Catawba County Schools,180346,Maiden Middle School,7,C,65.0,C,63.0,C,57.0,Exceeded,91.8,59,57,48,73,100,,,,,,
Catawba County Schools,180348,Maiden High,7,B,72.0,,,,,Met,83.7,70,,,,59,63,58,56,76,100,87
Catawba County Schools,180352,Mill Creek Middle,7,C,69.0,C,68.0,C,58.0,Exceeded,87.3,64,62,52,84,95,,,,,,
Catawba County Schools,180356,Mountain View Elementary,7,B,73.0,B,70.0,B,73.0,Exceeded,87.9,69,67,69,75,,,,,,,
Catawba County Schools,180360,Oxford Elementary,7,C,65.0,C,62.0,C,61.0,Exceeded,90.9,58,56,55,75,,,,,,,
Catawba County Schools,180364,River Bend Middle,7,C,58.0,C,58.0,D,49.0,Exceeded,93.2,49,50,38,63,100,,,,,,
Catawba County Schools,180368,Sherrills Ford Elementary,7,B,76.0,B,73.0,B,73.0,Exceeded,93.5,71,70,68,89,,,,,,,
Catawba County Schools,180372,Saint Stephens Elementary,7,D,48.0,D,51.0,D,43.0,Met,75.4,41,42,38,53,,,,,,,
Catawba County Schools,180376,Saint Stephens High,7,B,70.0,,,,,Met,74.8,69,,,,63,67,59,57,65,80,88
Catawba County Schools,180379,Snow Creek Elementary,7,B,70.0,C,66.0,C,68.0,Exceeded,91.8,64,61,62,85,,,,,,,
Catawba County Schools,180380,Startown Elementary,7,C,68.0,C,65.0,B,70.0,Exceeded,97.1,61,59,63,59,,,,,,,
Catawba County Schools,180388,Webb A Murray Elementary,7,C,57.0,C,56.0,C,57.0,Met,83.6,50,50,50,55,,,,,,,
Hickory City Schools,181312,Northview Middle,7,B,70.0,C,68.0,C,60.0,Exceeded,100.0,62,62,52,83,100,,,,,,
Hickory City Schools,181316,Grandview Middle,7,D,52.0,C,55.0,D,44.0,NotMet,62.7,49,50,38,59,92,,,,,,
Hickory City Schools,181318,Hickory Career Arts Magnet High School,7,D,44.0,D,40.0,F,0.0,NotMet,57.4,40,40,0,40,24,44,19,29,77,100,70
Hickory City Schools,181322,Hickory High,7,C,63.0,,,,,NotMet,54.9,65,,,,45,62,56,59,53,95,88
Hickory City Schools,181326,W M Jenkins Elementary,7,B,73.0,C,69.0,B,73.0,Exceeded,90.4,68,65,68,77,,,,,,,
Hickory City Schools,181332,Longview Elementary,7,D,51.0,D,48.0,C,56.0,Met,75.0,45,40,51,39,,,,,,,
Hickory City Schools,181336,Oakwood Elementary,7,C,64.0,C,66.0,C,65.0,Met,81.6,60,63,59,55,,,,,,,
Hickory City Schools,181342,Southwest Elementary,7,D,47.0,D,46.0,D,47.0,Met,78.0,39,39,38,44,,,,,,,
Hickory City Schools,181344,Viewmont Elementary,7,C,57.0,C,59.0,C,57.0,Met,73.0,53,54,53,54,,,,,,,
Newton Conover City Schools,182304,Conover Special Education,7,,,,,,,,,,,,,,,,,,,
Newton Conover City Schools,182316,Newton-Conover High,7,C,67.0,,,,,Met,73.2,66,,,,45,65,45,54,82,95,92
Newton Conover City Schools,182321,Newton-Conover Middle,7,C,57.0,C,60.0,D,50.0,Met,76.1,52,54,41,66,89,,,,,,
Newton Conover City Schools,182322,Shuford Elementary,7,C,65.0,C,62.0,C,67.0,NotMet,69.4,64,57,68,73,,,,,,,
Newton Conover City Schools,182324,South Newton Elementary,7,C,58.0,C,60.0,C,60.0,Met,80.1,52,55,54,41,,,,,,,
Newton Conover City Schools,182328,North Newton Elementary,7,D,52.0,D,53.0,D,47.0,NotMet,62.6,49,48,44,67,,,,,,,
Newton Conover City Schools,182700,Discovery High School,7,B,79.0,,,,,Met,75.1,80,,,,74,83,54,81,,100,100
Chatham County Schools,190304,Bennett School,5,C,67.0,B,71.0,C,61.0,Exceeded,89.1,61,67,53,67,,,,,,,
Chatham County Schools,190308,Bonlee School,5,C,61.0,C,57.0,C,61.0,Met,80.5,56,52,56,69,100,,,,,,
Chatham County Schools,190310,SAGE Academy,5,,,,,,,,,,,,,,,,,,,
Chatham County Schools,190312,Chatham Middle,5,D,47.0,D,47.0,F,39.0,Exceeded,90.0,36,35,27,45,93,,,,,,
Chatham County Schools,190316,Chatham Central High,5,B,74.0,,,,,Exceeded,85.3,72,,,,74,61,57,55,69,100,88
Chatham County Schools,190328,Horton Middle,5,C,59.0,C,67.0,D,48.0,Met,72.2,56,62,44,61,100,,,,,,
Chatham County Schools,190332,J S Waters School,5,C,66.0,C,65.0,C,62.0,Exceeded,87.8,61,60,56,68,100,,,,,,
Chatham County Schools,190336,Jordan Matthews High,5,C,67.0,,,,,Exceeded,90.2,62,,,,55,55,42,47,79,100,77
Chatham County Schools,190339,Margaret B. Pollard Middle,5,B,76.0,B,73.0,B,71.0,Exceeded,100.0,70,69,64,73,100,,,,,,
Chatham County Schools,190340,Moncure School,5,C,68.0,C,69.0,C,64.0,Exceeded,89.3,63,64,59,64,86,,,,,,
Chatham County Schools,190341,North Chatham Elementary,5,C,63.0,C,61.0,D,54.0,Exceeded,90.6,56,54,47,86,,,,,,,
Chatham County Schools,190342,Northwood High,5,B,79.0,,,,,Exceeded,93.6,75,,,,60,76,73,72,67,100,86
Chatham County Schools,190346,Perry W Harrison Elementary,5,B,74.0,B,75.0,B,70.0,Met,82.9,72,72,68,80,,,,,,,
Chatham County Schools,190348,Pittsboro Elementary,5,C,62.0,C,65.0,C,58.0,Met,80.5,58,60,55,,,,,,,,
Chatham County Schools,190350,Siler City Elementary,5,D,54.0,D,52.0,C,56.0,Met,82.0,48,44,49,53,,,,,,,
Chatham County Schools,190352,Silk Hope School,5,B,70.0,C,67.0,B,70.0,Met,84.5,67,64,66,72,100,,,,,,
Chatham County Schools,190370,Virginia Cross Elementary,5,D,50.0,D,48.0,D,47.0,Met,82.0,42,40,40,53,,,,,,,
Cherokee County Schools,200304,Andrews Elementary,8,D,54.0,C,57.0,D,47.0,Exceeded,91.2,44,49,37,55,,,,,,,
Cherokee County Schools,200308,Andrews High,8,C,64.0,,,,,NotMet,59.2,65,,,,50,53,46,71,50,100,89
Cherokee County Schools,200310,Andrews Middle,8,D,51.0,C,56.0,D,45.0,NotMet,64.7,47,51,37,58,68,,,,,,
Cherokee County Schools,200312,Hiwassee Dam Elementary/Middle,8,D,51.0,C,58.0,D,46.0,Met,72.6,46,52,39,44,,,,,,,
Cherokee County Schools,200314,Hiwassee Dam High,8,B,74.0,,,,,Met,80.6,73,,,,50,84,37,69,80,100,100
Cherokee County Schools,200316,Marble Elementary,8,C,61.0,C,55.0,C,62.0,Met,74.6,58,49,59,86,,,,,,,
Cherokee County Schools,200320,Martins Creek Elementary/Mid,8,C,64.0,C,65.0,C,60.0,Met,77.5,61,62,55,71,88,,,,,,
Cherokee County Schools,200322,Mountain Youth School,8,,,,,,,,,,,,,,,,,,,
Cherokee County Schools,200324,Murphy Elementary,8,C,65.0,C,68.0,C,58.0,Met,81.5,61,64,54,73,,,,,,,
Cherokee County Schools,200328,Murphy High,8,B,79.0,,,,,Exceeded,86.6,77,,,,60,72,69,73,67,100,100
Cherokee County Schools,200330,Murphy Middle,8,C,60.0,C,68.0,D,48.0,Met,78.5,56,65,40,65,100,,,,,,
Cherokee County Schools,200332,Peachtree Elementary,8,C,64.0,C,61.0,C,65.0,Met,81.9,59,55,61,67,,,,,,,
Cherokee County Schools,200336,Ranger Elementary/Middle,8,C,68.0,B,72.0,C,61.0,Exceeded,85.1,64,69,55,72,69,,,,,,
Cherokee County Schools,200350,Tri-County Early College High,8,B,79.0,,,,,NotMet,68.7,82,,,,71,77,77,100,,100,100
Edenton-Chowan Schools,210304,Chowan Middle,1,D,51.0,C,55.0,D,40.0,NotMet,69.2,47,49,34,69,72,,,,,,
Edenton-Chowan Schools,210306,D F Walker Elementary,1,D,54.0,C,57.0,D,53.0,NotMet,64.0,52,52,50,55,,,,,,,
Edenton-Chowan Schools,210312,John A Holmes High,1,C,58.0,,,,,NotMet,56.5,58,,,,41,45,47,43,71,100,79
Edenton-Chowan Schools,210316,White Oak Elementary,1,I,,,,,,,,,,,,,,,,,,
Clay County Schools,220308,Hayesville Elementary,8,C,59.0,C,65.0,D,54.0,NotMet,68.6,57,60,53,,,,,,,,
Clay County Schools,220310,Hayesville High,8,B,72.0,,,,,Met,73.7,71,,,,59,66,48,66,74,100,91
Clay County Schools,220312,Hayesville Middle,8,C,61.0,C,58.0,D,54.0,Met,84.7,55,54,46,72,,,,,,,
Cleveland County Schools,230304,Bethware Elementary,6,C,68.0,B,72.0,C,67.0,NotMet,59.7,70,71,70,,,,,,,,
Cleveland County Schools,230308,Boiling Springs Elementary,6,B,78.0,B,73.0,B,78.0,Exceeded,91.4,75,69,76,85,,,,,,,
Cleveland County Schools,230312,Burns High,6,C,66.0,,,,,Met,73.5,64,,,,45,60,52,48,65,100,89
Cleveland County Schools,230316,Burns Middle,6,C,58.0,C,63.0,D,42.0,Met,81.4,52,57,36,79,89,,,,,,
Cleveland County Schools,230320,Casar Elementary,6,B,70.0,C,65.0,B,70.0,Exceeded,86.4,66,60,67,77,,,,,,,
Cleveland County Schools,230322,Cleveland ECHS,6,B,82.0,,,,,Met,80.8,82,,,,66,76,86,79,,100,100
Cleveland County Schools,230324,Crest High,6,B,70.0,,,,,Met,81.0,67,,,,67,57,53,48,72,93,89
Cleveland County Schools,230328,Crest Middle,6,C,61.0,C,65.0,D,53.0,Met,79.6,56,60,45,67,100,,,,,,
Cleveland County Schools,230330,Turning Point Academy,6,,,,,,,,,,,,,,,,,,,
Cleveland County Schools,230334,East Elementary,6,B,77.0,C,68.0,A,86.0,Met,83.2,75,64,86,,,,,,,,
Cleveland County Schools,230336,Shelby Intermediate,6,D,54.0,C,58.0,D,52.0,NotMet,69.4,50,52,47,53,,,,,,,
Cleveland County Schools,230340,Fallston Elementary,6,C,66.0,C,61.0,C,68.0,Met,84.4,62,56,64,72,,,,,,,
Cleveland County Schools,230342,Graham Elementary,6,D,42.0,D,48.0,F,38.0,Met,70.9,35,40,30,,,,,,,,
Cleveland County Schools,230344,Grover Elementary,6,C,66.0,C,65.0,C,67.0,Met,77.4,63,62,65,,,,,,,,
Cleveland County Schools,230346,James Love Elementary,6,D,50.0,C,55.0,D,45.0,NotMet,65.0,46,51,41,,,,,,,,
Cleveland County Schools,230348,Jefferson Elementary,6,C,67.0,C,69.0,C,65.0,Met,78.4,64,65,63,,,,,,,,
Cleveland County Schools,230350,Kings Mountain High,6,B,75.0,,,,,Met,84.2,73,,,,64,61,66,65,69,100,88
Cleveland County Schools,230351,Kings Mountain Intermediate,6,C,66.0,C,66.0,C,60.0,Met,73.8,64,63,58,80,,,,,,,
Cleveland County Schools,230352,Kings Mountain Middle,6,C,63.0,C,67.0,D,50.0,NotMet,67.0,62,63,48,78,100,,,,,,
Cleveland County Schools,230355,Marion Elementary,6,C,59.0,C,60.0,C,59.0,Met,72.2,56,55,58,,,,,,,,
Cleveland County Schools,230357,North Elementary,6,B,77.0,B,74.0,B,79.0,Met,81.8,75,72,79,,,,,,,,
Cleveland County Schools,230359,North Shelby,6,,,,,,,,,,,,,,,,,,,
Cleveland County Schools,230361,Shelby High,6,C,64.0,,,,,NotMet,68.9,62,,,,41,57,45,51,52,100,88
Cleveland County Schools,230362,Shelby Middle,6,C,55.0,C,57.0,D,46.0,NotMet,64.9,53,51,39,68,100,,,,,,
Cleveland County Schools,230364,Springmore Elementary,6,B,75.0,B,74.0,C,69.0,Exceeded,93.1,70,70,65,85,,,,,,,
Cleveland County Schools,230368,Township Three Elementary,6,C,59.0,C,61.0,C,55.0,Met,72.2,56,56,53,63,,,,,,,
Cleveland County Schools,230370,Union Elementary,6,C,64.0,C,61.0,C,62.0,Met,78.2,61,57,59,77,,,,,,,
Cleveland County Schools,230376,Washington Elementary,6,C,61.0,C,57.0,C,60.0,Met,70.6,59,55,57,78,,,,,,,
Cleveland County Schools,230380,West Elementary,6,B,77.0,B,75.0,B,80.0,Met,81.6,76,74,79,,,,,,,,
Columbus County Schools,240304,Acme Delco Middle,4,D,40.0,D,44.0,F,34.0,Met,80.0,30,35,23,35,,,,,,,
Columbus County Schools,240308,Acme Delco Elementary,4,D,44.0,D,46.0,D,41.0,Met,73.9,37,37,33,48,,,,,,,
Columbus County Schools,240328,Cerro Gordo Elementary,4,C,58.0,C,63.0,D,51.0,Exceeded,86.8,51,56,44,60,,,,,,,
Columbus County Schools,240330,Chadbourn Middle,4,D,41.0,D,43.0,F,39.0,Met,81.5,31,34,28,32,,,,,,,
Columbus County Schools,240332,Chadbourn Elementary,4,F,36.0,D,40.0,F,37.0,Met,73.7,27,32,26,15,,,,,,,
Columbus County Schools,240334,East Columbus High,4,C,62.0,,,,,Met,82.0,57,,,,39,49,35,31,53,100,84
Columbus County Schools,240344,Evergreen Elementary,4,D,46.0,D,54.0,D,44.0,NotMet,55.3,43,49,41,32,,,,,,,
Columbus County Schools,240352,Guideway Elementary,4,D,47.0,D,46.0,D,50.0,Exceeded,87.4,37,36,40,34,,,,,,,
Columbus County Schools,240354,Hallsboro-Artesia Elementary,4,F,38.0,D,41.0,F,32.0,Met,77.2,28,31,20,41,,,,,,,
Columbus County Schools,240356,Hallsboro Middle,4,C,55.0,C,59.0,D,47.0,Exceeded,90.2,46,52,36,57,,,,,,,
Columbus County Schools,240368,Nakina Middle,4,C,59.0,C,62.0,D,49.0,Exceeded,90.1,52,55,40,73,73,,,,,,
Columbus County Schools,240370,Old Dock Elementary,4,C,60.0,C,61.0,C,59.0,Met,80.5,55,57,53,57,,,,,,,
