year,agency_code,expenditure_category,state_funds,federal_funds,local_funds,total_funds,state_ppe,federal_ppe,local_ppe,total_ppe,ADM
2019,600353,OTHER OBJECTS,0.0,21294.0,3861.0,25155,0.0,23.66,4.29,27.95,900
2019,600353,CENTRAL EXPENSE,344547.0,115731.0,615672.0,1075950,382.83,128.59,684.08,1195.5,900
2019,600353,TOTAL,4281624.0,431766.0,2454336.0,7167726,4757.36,479.74,2727.04,7964.14,900
2019,600357,SALARIES,2953193.83,49238.24,560849.07,3563280,4212.83,70.24,800.07,5083.14,701
2019,600357,EMPLOYEE BENEFITS,1134533.45,21506.68,152719.86,1308758,1618.45,30.68,217.86,1866.99,701
2019,600357,PURCHASED SERVICES,79935.03,24731.28,169102.23,273768,114.03,35.28,241.23,390.54,701
2019,600357,SUPPLIES & MATERIALS,96871.19,55925.78,89125.14,241921,138.19,79.78,127.14,345.11,701
2019,600357,INSTRUCTIONAL EQUIP.,24310.68,3533.04,637.91,28480,34.68,5.04,0.91,40.63,701
2019,600357,OTHER OBJECTS,0.0,13718.57,2481.54,16199,0.0,19.57,3.54,23.11,701
2019,600357,CENTRAL EXPENSE,268363.83,90141.59,479540.08,838044,382.83,128.59,684.08,1195.5,701
2019,600357,TOTAL,4557205.0,258792.0,1454453.0,6270450,6501.01,369.18,2074.83,8945.02,701
2019,600361,SALARIES,7528258.65,199491.05,2164141.1,9891890,3699.39,98.03,1063.46,4860.88,2035
2019,600361,EMPLOYEE BENEFITS,2821629.25,60195.3,635896.8,3517720,1386.55,29.58,312.48,1728.61,2035
2019,600361,PURCHASED SERVICES,261660.3,67378.85,598290.0,927328,128.58,33.11,294.0,455.69,2035
2019,600361,SUPPLIES & MATERIALS,274867.45,225762.9,303092.9,803721,135.07,110.94,148.94,394.95,2035
2019,600361,INSTRUCTIONAL EQUIP.,70573.8,3886.85,14143.25,88602,34.68,1.91,6.95,43.54,2035
2019,600361,OTHER OBJECTS,0.0,56084.6,10154.65,66238,0.0,27.56,4.99,32.55,2035
2019,600361,CENTRAL EXPENSE,779059.05,261680.65,1392102.8,2432841,382.83,128.59,684.08,1195.5,2035
2019,600361,TOTAL,11736046.0,874476.0,5117818.0,17728340,5767.1,429.72,2514.9,8711.72,2035
2019,600362,SALARIES,2526676.0,277004.8,756445.6,3560125,3715.7,407.36,1112.42,5235.48,680
2019,600362,EMPLOYEE BENEFITS,959065.2,79145.2,202538.0,1240748,1410.39,116.39,297.85,1824.63,680
2019,600362,PURCHASED SERVICES,59432.0,45560.0,228031.2,333023,87.4,67.0,335.34,489.74,680
2019,600362,SUPPLIES & MATERIALS,85700.4,206951.2,99892.0,392543,126.03,304.34,146.9,577.27,680
2019,600362,INSTRUCTIONAL EQUIP.,23582.4,3046.4,550.8,27178,34.68,4.48,0.81,39.97,680
2019,600362,OTHER OBJECTS,0.0,46151.6,8357.2,54508,0.0,67.87,12.29,80.16,680
2019,600362,CENTRAL EXPENSE,260324.4,87441.2,465174.4,812939,382.83,128.59,684.08,1195.5,680
2019,600362,TOTAL,3914779.0,745298.0,1760987.0,6421064,5757.03,1096.03,2589.69,9442.75,680
2019,600364,SALARIES,909116.46,40360.95,423647.28,1373123,4810.14,213.55,2241.52,7265.21,189
2019,600364,EMPLOYEE BENEFITS,330441.93,10842.93,120205.89,461488,1748.37,57.37,636.01,2441.75,189
2019,600364,PURCHASED SERVICES,85743.63,26896.59,14662.62,127301,453.67,142.31,77.58,673.56,189
2019,600364,SUPPLIES & MATERIALS,38217.69,47291.58,30638.79,116146,202.21,250.22,162.11,614.54,189
2019,600364,INSTRUCTIONAL EQUIP.,6554.52,0.0,0.0,6554,34.68,0.0,0.0,34.68,189
2019,600364,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,189
2019,600364,CENTRAL EXPENSE,72354.87,24303.51,129291.12,225948,382.83,128.59,684.08,1195.5,189
2019,600364,TOTAL,1442425.0,149692.0,718443.0,2310560,7631.9,792.04,3801.3,12225.24,189
2019,600365,SALARIES,2047838.92,216251.8,1152964.04,3417053,3260.89,344.35,1835.93,5441.17,628
2019,600365,EMPLOYEE BENEFITS,776785.76,71566.88,353463.52,1201814,1236.92,113.96,562.84,1913.72,628
2019,600365,PURCHASED SERVICES,56319.04,103896.32,167274.08,327489,89.68,165.44,266.36,521.48,628
2019,600365,SUPPLIES & MATERIALS,92818.4,193260.72,114540.92,400618,147.8,307.74,182.39,637.93,628
2019,600365,INSTRUCTIONAL EQUIP.,21779.04,1230.88,226.08,23235,34.68,1.96,0.36,37.0,628
2019,600365,OTHER OBJECTS,0.0,50478.64,9143.68,59621,0.0,80.38,14.56,94.94,628
2019,600365,CENTRAL EXPENSE,240417.24,80754.52,429602.24,750773,382.83,128.59,684.08,1195.5,628
2019,600365,TOTAL,3235956.0,717435.0,2227212.0,6180603,5152.8,1142.42,3546.52,9841.74,628
2019,600366,SALARIES,2318607.19,284810.81,1127863.73,3731280,4162.67,511.33,2024.89,6698.89,557
2019,600366,EMPLOYEE BENEFITS,868552.38,73507.29,347317.35,1289376,1559.34,131.97,623.55,2314.86,557
2019,600366,PURCHASED SERVICES,120518.09,51689.6,313953.05,486160,216.37,92.8,563.65,872.82,557
2019,600366,SUPPLIES & MATERIALS,72911.3,133568.6,90183.87,296662,130.9,239.8,161.91,532.61,557
2019,600366,INSTRUCTIONAL EQUIP.,19316.76,17055.34,31236.56,67607,34.68,30.62,56.08,121.38,557
2019,600366,OTHER OBJECTS,0.0,45139.28,8176.76,53315,0.0,81.04,14.68,95.72,557
2019,600366,CENTRAL EXPENSE,213236.31,71624.63,381032.56,665892,382.83,128.59,684.08,1195.5,557
2019,600366,TOTAL,3613140.0,677392.0,2299760.0,6590292,6486.79,1216.15,4128.84,11831.78,557
2019,600367,SALARIES,1771111.4,115475.05,564928.75,2451514,4852.36,316.37,1547.75,6716.48,365
2019,600367,EMPLOYEE BENEFITS,694317.6,32784.3,162571.0,889672,1902.24,89.82,445.4,2437.46,365
2019,600367,PURCHASED SERVICES,33006.95,10110.5,135097.45,178213,90.43,27.7,370.13,488.26,365
2019,600367,SUPPLIES & MATERIALS,55994.65,46033.8,49468.45,151495,153.41,126.12,135.53,415.06,365
2019,600367,INSTRUCTIONAL EQUIP.,12658.2,1397.95,251.85,14306,34.68,3.83,0.69,39.2,365
2019,600367,OTHER OBJECTS,0.0,15096.4,2733.85,17829,0.0,41.36,7.49,48.85,365
2019,600367,CENTRAL EXPENSE,139732.95,46935.35,249689.2,436356,382.83,128.59,684.08,1195.5,365
2019,600367,TOTAL,2706818.0,267830.0,1164737.0,4139385,7415.95,733.79,3191.07,11340.81,365
2019,600368,SALARIES,2631265.31,326181.04,889879.85,3847325,4092.17,507.28,1383.95,5983.4,643
2019,600368,EMPLOYEE BENEFITS,1047093.35,102532.78,278991.27,1428616,1628.45,159.46,433.89,2221.8,643
2019,600368,PURCHASED SERVICES,57336.31,29995.95,185364.04,272695,89.17,46.65,288.28,424.1,643
2019,600368,SUPPLIES & MATERIALS,92296.22,180297.2,109445.03,382038,143.54,280.4,170.21,594.15,643
2019,600368,INSTRUCTIONAL EQUIP.,22299.24,1832.55,334.36,24465,34.68,2.85,0.52,38.05,643
2019,600368,OTHER OBJECTS,0.0,46205.98,8371.86,54576,0.0,71.86,13.02,84.88,643
2019,600368,CENTRAL EXPENSE,246159.69,82683.37,439863.44,768705,382.83,128.59,684.08,1195.5,643
2019,600368,TOTAL,4096448.0,769725.0,1912247.0,6778420,6370.84,1197.09,2973.95,10541.88,643
2019,600369,SALARIES,3022741.98,230881.51,820611.59,4074233,3543.66,270.67,962.03,4776.36,853
2019,600369,EMPLOYEE BENEFITS,1192494.0,72564.71,239027.66,1504085,1398.0,85.07,280.22,1763.29,853
2019,600369,PURCHASED SERVICES,74057.46,34495.32,310005.79,418557,86.82,40.44,363.43,490.69,853
2019,600369,SUPPLIES & MATERIALS,102564.72,149394.42,174387.32,426345,120.24,175.14,204.44,499.82,853
2019,600369,INSTRUCTIONAL EQUIP.,29582.04,12385.56,2243.39,44210,34.68,14.52,2.63,51.83,853
2019,600369,OTHER OBJECTS,0.0,43511.53,7881.72,51392,0.0,51.01,9.24,60.25,853
2019,600369,CENTRAL EXPENSE,326553.99,109687.27,583520.24,1019760,382.83,128.59,684.08,1195.5,853
2019,600369,TOTAL,4747991.0,652917.0,2137674.0,7538582,5566.23,765.44,2506.07,8837.74,853
2019,600374,SALARIES,2745132.6,444095.4,722139.6,3911366,6536.03,1057.37,1719.38,9312.78,420
2019,600374,EMPLOYEE BENEFITS,1029268.8,147159.6,206774.4,1383201,2450.64,350.38,492.32,3293.34,420
2019,600374,PURCHASED SERVICES,260950.2,87780.0,40924.8,389654,621.31,209.0,97.44,927.75,420
2019,600374,SUPPLIES & MATERIALS,103315.8,193943.4,65179.8,362437,245.99,461.77,155.19,862.95,420
2019,600374,INSTRUCTIONAL EQUIP.,14565.6,8240.4,340.2,23145,34.68,19.62,0.81,55.11,420
2019,600374,OTHER OBJECTS,0.0,42571.2,7711.2,50282,0.0,101.36,18.36,119.72,420
2019,600374,CENTRAL EXPENSE,160788.6,54007.8,287313.6,502108,382.83,128.59,684.08,1195.5,420
2019,600374,TOTAL,4314018.0,977795.0,1330380.0,6622193,10271.48,2328.09,3167.58,15767.15,420
2019,600377,SALARIES,7728164.88,217144.73,2360597.62,10305905,3801.36,106.81,1161.14,5069.31,2033
2019,600377,EMPLOYEE BENEFITS,2961755.72,64466.43,691667.26,3717888,1456.84,31.71,340.22,1828.77,2033
2019,600377,PURCHASED SERVICES,289865.14,125110.82,609412.08,1024387,142.58,61.54,299.76,503.88,2033
2019,600377,SUPPLIES & MATERIALS,308955.01,280289.71,279578.16,868822,151.97,137.87,137.52,427.36,2033
2019,600377,INSTRUCTIONAL EQUIP.,70504.44,1687.39,304.95,72495,34.68,0.83,0.15,35.66,2033
2019,600377,OTHER OBJECTS,0.0,65706.56,11893.05,77599,0.0,32.32,5.85,38.17,2033
2019,600377,CENTRAL EXPENSE,778293.39,261423.47,1390734.64,2430450,382.83,128.59,684.08,1195.5,2033
2019,600377,TOTAL,12137536.0,1015825.0,5344185.0,18497546,5970.26,499.67,2628.72,9098.65,2033
2019,600379,SALARIES,1966643.64,157842.62,504534.16,2629019,4449.42,357.11,1141.48,5948.01,442
2019,600379,EMPLOYEE BENEFITS,768023.62,61261.2,146721.9,976005,1737.61,138.6,331.95,2208.16,442
2019,600379,PURCHASED SERVICES,39010.92,10020.14,151203.78,200233,88.26,22.67,342.09,453.02,442
2019,600379,SUPPLIES & MATERIALS,59665.58,65049.14,61398.22,186112,134.99,147.17,138.91,421.07,442
2019,600379,INSTRUCTIONAL EQUIP.,15328.56,914.94,167.96,16409,34.68,2.07,0.38,37.13,442
2019,600379,OTHER OBJECTS,0.0,16331.9,2956.98,19287,0.0,36.95,6.69,43.64,442
2019,600379,CENTRAL EXPENSE,169210.86,56836.78,302363.36,528409,382.83,128.59,684.08,1195.5,442
2019,600379,TOTAL,3017879.0,368253.0,1169342.0,4555474,6827.79,833.16,2645.58,10306.53,442
2019,600381,SALARIES,2960259.64,436068.36,1268106.84,4664433,3348.71,493.29,1434.51,5276.51,884
2019,600381,EMPLOYEE BENEFITS,1129230.44,137506.2,404757.08,1671493,1277.41,155.55,457.87,1890.83,884
2019,600381,PURCHASED SERVICES,149758.44,31788.64,379660.32,561206,169.41,35.96,429.48,634.85,884
2019,600381,SUPPLIES & MATERIALS,119985.32,207068.16,185454.36,512507,135.73,234.24,209.79,579.76,884
2019,600381,INSTRUCTIONAL EQUIP.,30657.12,3810.04,689.52,35156,34.68,4.31,0.78,39.77,884
2019,600381,OTHER OBJECTS,0.0,62534.16,11324.04,73858,0.0,70.74,12.81,83.55,884
2019,600381,CENTRAL EXPENSE,338421.72,113673.56,604726.72,1056820,382.83,128.59,684.08,1195.5,884
2019,600381,TOTAL,4728310.0,992447.0,2854716.0,8575473,5348.77,1122.68,3229.32,9700.77,884
2019,600382,SALARIES,3843845.31,84296.79,1113564.15,5041705,3569.03,78.27,1033.95,4681.25,1077
2019,600382,EMPLOYEE BENEFITS,1479453.36,13645.59,314333.22,1807431,1373.68,12.67,291.86,1678.21,1077
2019,600382,PURCHASED SERVICES,93537.45,21313.83,227623.95,342473,86.85,19.79,211.35,317.99,1077
2019,600382,SUPPLIES & MATERIALS,129347.7,98297.79,124555.05,352199,120.1,91.27,115.65,327.02,1077
2019,600382,INSTRUCTIONAL EQUIP.,37350.36,2434.02,20376.84,60160,34.68,2.26,18.92,55.86,1077
2019,600382,OTHER OBJECTS,0.0,24663.3,4469.55,29132,0.0,22.9,4.15,27.05,1077
2019,600382,CENTRAL EXPENSE,412307.91,138491.43,736754.16,1287552,382.83,128.59,684.08,1195.5,1077
2019,600382,TOTAL,5995839.0,383139.0,2541674.0,8920652,5567.17,355.75,2359.96,8282.88,1077
2019,600383,SALARIES,3870699.48,72968.34,988325.16,4931992,3564.18,67.19,910.06,4541.43,1086
2019,600383,EMPLOYEE BENEFITS,1471703.76,10697.1,261193.86,1743593,1355.16,9.85,240.51,1605.52,1086
2019,600383,PURCHASED SERVICES,95025.0,26791.62,184717.74,306533,87.5,24.67,170.09,282.26,1086
2019,600383,SUPPLIES & MATERIALS,136358.16,80016.48,123326.16,339700,125.56,73.68,113.56,312.8,1086
2019,600383,INSTRUCTIONAL EQUIP.,37662.48,25054.02,4539.48,67255,34.68,23.07,4.18,61.93,1086
2019,600383,OTHER OBJECTS,0.0,23142.66,4191.96,27333,0.0,21.31,3.86,25.17,1086
2019,600383,CENTRAL EXPENSE,415753.38,139648.74,742910.88,1298311,382.83,128.59,684.08,1195.5,1086
2019,600383,TOTAL,6027200.0,378316.0,2309201.0,8714717,5549.91,348.36,2126.34,8024.61,1086
2019,600384,SALARIES,2078215.0,88415.0,603505.0,2770135,4156.43,176.83,1207.01,5540.27,500
2019,600384,EMPLOYEE BENEFITS,814125.0,16300.0,179560.0,1009985,1628.25,32.6,359.12,2019.97,500
2019,600384,PURCHASED SERVICES,45075.0,11965.0,146315.0,203355,90.15,23.93,292.63,406.71,500
2019,600384,SUPPLIES & MATERIALS,77985.0,108355.0,67950.0,254290,155.97,216.71,135.9,508.58,500
2019,600384,INSTRUCTIONAL EQUIP.,17340.0,910.0,165.0,18415,34.68,1.82,0.33,36.83,500
2019,600384,OTHER OBJECTS,0.0,28310.0,5130.0,33440,0.0,56.62,10.26,66.88,500
2019,600384,CENTRAL EXPENSE,191415.0,64295.0,342040.0,597750,382.83,128.59,684.08,1195.5,500
2019,600384,TOTAL,3224155.0,318550.0,1344665.0,4887370,6448.31,637.1,2689.33,9774.74,500
2019,600385,SALARIES,3051033.7,94186.95,738959.65,3884178,4267.18,131.73,1033.51,5432.42,715
2019,600385,EMPLOYEE BENEFITS,1160952.65,30373.2,219383.45,1410708,1623.71,42.48,306.83,1973.02,715
2019,600385,PURCHASED SERVICES,62419.5,14035.45,157407.25,233861,87.3,19.63,220.15,327.08,715
2019,600385,SUPPLIES & MATERIALS,87959.3,93993.9,91334.1,273286,123.02,131.46,127.74,382.22,715
2019,600385,INSTRUCTIONAL EQUIP.,24796.2,0.0,0.0,24796,34.68,0.0,0.0,34.68,715
2019,600385,OTHER OBJECTS,0.0,23623.6,4275.7,27898,0.0,33.04,5.98,39.02,715
2019,600385,CENTRAL EXPENSE,273723.45,91941.85,489117.2,854781,382.83,128.59,684.08,1195.5,715
2019,600385,TOTAL,4660882.0,348151.0,1700475.0,6709508,6518.72,486.93,2378.29,9383.94,715
2019,600386,SALARIES,1395540.42,85349.73,626018.37,2106907,5604.58,342.77,2514.13,8461.48,249
2019,600386,EMPLOYEE BENEFITS,515591.85,24329.79,181344.21,721264,2070.65,97.71,728.29,2896.65,249
2019,600386,PURCHASED SERVICES,93088.65,80720.82,192795.72,366603,373.85,324.18,774.28,1472.31,249
2019,600386,SUPPLIES & MATERIALS,58983.12,122644.95,196919.16,378546,236.88,492.55,790.84,1520.27,249
2019,600386,INSTRUCTIONAL EQUIP.,8635.32,2133.93,385.95,11153,34.68,8.57,1.55,44.8,249
2019,600386,OTHER OBJECTS,0.0,22009.11,3986.49,25995,0.0,88.39,16.01,104.4,249
2019,600386,CENTRAL EXPENSE,95324.67,32018.91,170335.92,297677,382.83,128.59,684.08,1195.5,249
2019,600386,TOTAL,2167161.0,369202.0,1371782.0,3908145,8703.47,1482.76,5509.18,15695.41,249
2019,600392,SALARIES,3734185.76,95404.0,897607.68,4727196,3826.01,97.75,919.68,4843.44,976
2019,600392,EMPLOYEE BENEFITS,1405391.2,24975.84,245249.28,1675615,1439.95,25.59,251.28,1716.82,976
2019,600392,PURCHASED SERVICES,85614.72,18339.04,189148.8,293101,87.72,18.79,193.8,300.31,976
2019,600392,SUPPLIES & MATERIALS,122556.32,78929.12,112454.72,313939,125.57,80.87,115.22,321.66,976
2019,600392,INSTRUCTIONAL EQUIP.,33847.68,614.88,107.36,34568,34.68,0.63,0.11,35.42,976
2019,600392,OTHER OBJECTS,0.0,25356.48,4587.2,29943,0.0,25.98,4.7,30.68,976
2019,600392,CENTRAL EXPENSE,373642.08,125503.84,667662.08,1166807,382.83,128.59,684.08,1195.5,976
2019,600392,TOTAL,5755235.0,369120.0,2116814.0,8241169,5896.76,378.2,2168.87,8443.83,976
2019,600394,SALARIES,3781183.5,300408.75,1112743.25,5194334,3517.38,279.45,1035.11,4831.94,1075
2019,600394,EMPLOYEE BENEFITS,1430846.5,94739.75,294292.0,1819877,1331.02,88.13,273.76,1692.91,1075
2019,600394,PURCHASED SERVICES,165711.25,33830.25,283886.0,483427,154.15,31.47,264.08,449.7,1075
2019,600394,SUPPLIES & MATERIALS,153649.75,136578.75,147081.5,437308,142.93,127.05,136.82,406.8,1075
2019,600394,INSTRUCTIONAL EQUIP.,37281.0,817.0,150.5,38248,34.68,0.76,0.14,35.58,1075
2019,600394,OTHER OBJECTS,0.0,44085.75,7987.25,52072,0.0,41.01,7.43,48.44,1075
2019,600394,CENTRAL EXPENSE,411542.25,138234.25,735386.0,1285162,382.83,128.59,684.08,1195.5,1075
2019,600394,TOTAL,5980212.0,748691.0,2581525.0,9310428,5562.99,696.46,2401.42,8660.87,1075
2019,600397,SALARIES,6208302.0,778016.0,2673364.0,9659682,3785.55,474.4,1630.1,5890.05,1640
2019,600397,EMPLOYEE BENEFITS,2317320.0,293986.4,829626.8,3440932,1413.0,179.26,505.87,2098.13,1640
2019,600397,PURCHASED SERVICES,274667.2,114127.6,1008764.0,1397558,167.48,69.59,615.1,852.17,1640
2019,600397,SUPPLIES & MATERIALS,301825.6,329098.8,321440.0,952363,184.04,200.67,196.0,580.71,1640
2019,600397,INSTRUCTIONAL EQUIP.,56875.2,7986.8,8200.0,73061,34.68,4.87,5.0,44.55,1640
2019,600397,OTHER OBJECTS,0.0,70536.4,12775.6,83311,0.0,43.01,7.79,50.8,1640
2019,600397,CENTRAL EXPENSE,627841.2,210887.6,1121891.2,1960619,382.83,128.59,684.08,1195.5,1640
2019,600397,TOTAL,9786830.0,1804636.0,5976060.0,17567526,5967.58,1100.39,3643.94,10711.91,1640
2019,600398,SALARIES,2618948.48,240061.89,481452.99,3340461,4787.84,438.87,880.17,6106.88,547
2019,600398,EMPLOYEE BENEFITS,971701.74,87563.76,147750.17,1207014,1776.42,160.08,270.11,2206.61,547
2019,600398,PURCHASED SERVICES,222957.2,60120.77,101534.14,384611,407.6,109.91,185.62,703.13,547
2019,600398,SUPPLIES & MATERIALS,213182.31,152093.35,62155.61,427430,389.73,278.05,113.63,781.41,547
2019,600398,INSTRUCTIONAL EQUIP.,18969.96,2860.81,519.65,22348,34.68,5.23,0.95,40.86,547
2019,600398,OTHER OBJECTS,0.0,40111.51,7264.16,47375,0.0,73.33,13.28,86.61,547
2019,600398,CENTRAL EXPENSE,209408.01,70338.73,374191.76,653937,382.83,128.59,684.08,1195.5,547
2019,600398,TOTAL,4255165.0,653146.0,1174865.0,6083176,7779.1,1194.06,2147.84,11121.0,547
2019,600399,SALARIES,4751726.76,251878.86,1406557.08,6410161,3341.58,177.13,989.14,4507.85,1422
2019,600399,EMPLOYEE BENEFITS,1832318.1,74299.5,420641.82,2327258,1288.55,52.25,295.81,1636.61,1422
2019,600399,PURCHASED SERVICES,191913.12,53851.14,311403.78,557167,134.96,37.87,218.99,391.82,1422
2019,600399,SUPPLIES & MATERIALS,218817.36,101971.62,180551.34,501339,153.88,71.71,126.97,352.56,1422
2019,600399,INSTRUCTIONAL EQUIP.,49314.96,5844.42,31340.88,86498,34.68,4.11,22.04,60.83,1422
2019,600399,OTHER OBJECTS,0.0,36701.82,6640.74,43341,0.0,25.81,4.67,30.48,1422
2019,600399,CENTRAL EXPENSE,544384.26,182854.98,972761.76,1699999,382.83,128.59,684.08,1195.5,1422
2019,600399,TOTAL,7588472.0,707398.0,3329893.0,11625763,5336.48,497.47,2341.7,8175.65,1422
2019,600404,SALARIES,420401.8,-267.54,129354.68,549488,2309.9,-1.47,710.74,3019.17,182
2019,600404,EMPLOYEE BENEFITS,149227.26,7.28,34181.42,183415,819.93,0.04,187.81,1007.78,182
2019,600404,PURCHASED SERVICES,180487.58,2564.38,14534.52,197585,991.69,14.09,79.86,1085.64,182
2019,600404,SUPPLIES & MATERIALS,158698.54,33054.84,25003.16,216755,871.97,181.62,137.38,1190.97,182
2019,600404,INSTRUCTIONAL EQUIP.,6311.76,0.0,0.0,6311,34.68,0.0,0.0,34.68,182
2019,600404,OTHER OBJECTS,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,182
2019,600404,CENTRAL EXPENSE,69675.06,23403.38,124502.56,217580,382.83,128.59,684.08,1195.5,182
2019,600404,TOTAL,984799.0,58761.0,327574.0,1371134,5411.0,322.87,1799.87,7533.74,182
2019,600405,SALARIES,5737569.8,605538.32,2301554.24,8644661,3745.15,395.26,1502.32,5642.73,1532
2019,600405,EMPLOYEE BENEFITS,2136389.32,204567.96,733720.76,3074676,1394.51,133.53,478.93,2006.97,1532
2019,600405,PURCHASED SERVICES,236448.88,107898.76,762047.44,1106393,154.34,70.43,497.42,722.19,1532
2019,600405,SUPPLIES & MATERIALS,183441.68,325320.2,234595.16,743356,119.74,212.35,153.13,485.22,1532
2019,600405,INSTRUCTIONAL EQUIP.,53129.76,4948.36,903.88,58980,34.68,3.23,0.59,38.5,1532
2019,600405,OTHER OBJECTS,0.0,58553.04,10601.44,69154,0.0,38.22,6.92,45.14,1532
2019,600405,CENTRAL EXPENSE,586495.56,196999.88,1048010.56,1831504,382.83,128.59,684.08,1195.5,1532
2019,600405,TOTAL,8933471.0,1503823.0,5091430.0,15528724,5831.25,981.61,3323.39,10136.25,1532
2019,600406,SALARIES,3276959.41,72370.33,890893.93,4240222,3694.43,81.59,1004.39,4780.41,887
2019,600406,EMPLOYEE BENEFITS,1262156.65,24578.77,256209.95,1542943,1422.95,27.71,288.85,1739.51,887
2019,600406,PURCHASED SERVICES,104595.04,23079.74,241476.88,369150,117.92,26.02,272.24,416.18,887
2019,600406,SUPPLIES & MATERIALS,106404.52,85409.23,109411.45,301224,119.96,96.29,123.35,339.6,887
2019,600406,INSTRUCTIONAL EQUIP.,30761.16,1046.66,186.27,31993,34.68,1.18,0.21,36.07,887
2019,600406,OTHER OBJECTS,0.0,22671.72,4106.81,26777,0.0,25.56,4.63,30.19,887
2019,600406,CENTRAL EXPENSE,339570.21,114059.33,606778.96,1060407,382.83,128.59,684.08,1195.5,887
2019,600406,TOTAL,5120445.0,343212.0,2109059.0,7572716,5772.77,386.94,2377.75,8537.46,887
2019,600408,SALARIES,2594912.73,391242.12,892744.53,3878898,3701.73,558.12,1273.53,5533.38,701
2019,600408,EMPLOYEE BENEFITS,1005675.63,116639.39,280112.59,1402426,1434.63,166.39,399.59,2000.61,701
2019,600408,PURCHASED SERVICES,91683.79,88403.11,157388.52,337474,130.79,126.11,224.52,481.42,701
2019,600408,SUPPLIES & MATERIALS,87246.46,294854.62,117487.6,499587,124.46,420.62,167.6,712.68,701
2019,600408,INSTRUCTIONAL EQUIP.,24310.68,0.0,0.0,24310,34.68,0.0,0.0,34.68,701
2019,600408,OTHER OBJECTS,0.0,48929.8,8860.64,57789,0.0,69.8,12.64,82.44,701
2019,600408,CENTRAL EXPENSE,268363.83,90141.59,479540.08,838044,382.83,128.59,684.08,1195.5,701
2019,600408,TOTAL,4072189.0,1030208.0,1936131.0,7038528,5809.12,1469.63,2761.96,10040.71,701
2019,600409,SALARIES,1561311.5,103173.0,473539.5,2138023,4460.89,294.78,1352.97,6108.64,350
2019,600409,EMPLOYEE BENEFITS,590800.0,30040.5,139013.0,759853,1688.0,85.83,397.18,2171.01,350
2019,600409,PURCHASED SERVICES,31496.5,9355.5,111076.0,151927,89.99,26.73,317.36,434.08,350
2019,600409,SUPPLIES & MATERIALS,47554.5,75894.0,52612.0,176060,135.87,216.84,150.32,503.03,350
2019,600409,INSTRUCTIONAL EQUIP.,12138.0,0.0,0.0,12138,34.68,0.0,0.0,34.68,350
2019,600409,OTHER OBJECTS,0.0,19103.0,3461.5,22564,0.0,54.58,9.89,64.47,350
2019,600409,CENTRAL EXPENSE,133990.5,45006.5,239428.0,418424,382.83,128.59,684.08,1195.5,350
2019,600409,TOTAL,2377289.0,282571.0,1019129.0,3678989,6792.26,807.35,2911.8,10511.41,350
2019,600410,SALARIES,1841825.74,374578.62,1184364.42,3400767,3277.27,666.51,2107.41,6051.19,562
2019,600410,EMPLOYEE BENEFITS,722332.98,104194.8,407320.74,1233846,1285.29,185.4,724.77,2195.46,562
2019,600410,PURCHASED SERVICES,49978.66,62921.52,257362.28,370261,88.93,111.96,457.94,658.83,562
2019,600410,SUPPLIES & MATERIALS,73869.28,198279.22,123583.8,395731,131.44,352.81,219.9,704.15,562
2019,600410,INSTRUCTIONAL EQUIP.,19490.16,910.44,162.98,20562,34.68,1.62,0.29,36.59,562
2019,600410,OTHER OBJECTS,0.0,42520.92,7699.4,50219,0.0,75.66,13.7,89.36,562
2019,600410,CENTRAL EXPENSE,215150.46,72267.58,384452.96,671869,382.83,128.59,684.08,1195.5,562
2019,600410,TOTAL,2922644.0,855669.0,2364942.0,6143255,5200.44,1522.55,4208.09,10931.08,562
2019,600411,SALARIES,2533135.0,150167.05,622672.05,3305974,4187.0,248.21,1029.21,5464.42,605
2019,600411,EMPLOYEE BENEFITS,947786.95,38447.75,172884.8,1159117,1566.59,63.55,285.76,1915.9,605
2019,600411,PURCHASED SERVICES,52798.35,15191.55,189056.45,257045,87.27,25.11,312.49,424.87,605
2019,600411,SUPPLIES & MATERIALS,75788.35,89056.0,78208.35,243052,125.27,147.2,129.27,401.74,605
2019,600411,INSTRUCTIONAL EQUIP.,20981.4,1899.7,344.85,23224,34.68,3.14,0.57,38.39,605
2019,600411,OTHER OBJECTS,0.0,24514.6,4440.7,28954,0.0,40.52,7.34,47.86,605
2019,600411,CENTRAL EXPENSE,231612.15,77796.95,413868.4,723276,382.83,128.59,684.08,1195.5,605
2019,600411,TOTAL,3862100.0,397070.0,1481472.0,5740642,6383.64,656.32,2448.72,9488.68,605
2019,600412,SALARIES,3475469.7,406734.24,1167376.26,5049579,3887.55,454.96,1305.79,5648.3,894
2019,600412,EMPLOYEE BENEFITS,1361258.04,119599.32,363545.1,1844402,1522.66,133.78,406.65,2063.09,894
2019,600412,PURCHASED SERVICES,83857.2,49107.42,261083.76,394047,93.8,54.93,292.04,440.77,894
2019,600412,SUPPLIES & MATERIALS,119232.78,295118.34,135718.14,550068,133.37,330.11,151.81,615.29,894
2019,600412,INSTRUCTIONAL EQUIP.,31003.92,11461.08,2074.08,44538,34.68,12.82,2.32,49.82,894
