agency_code,category_code,agency_level,lea_code,designation_type,name,county,street_addr,stree_addr2,city,state,zip,phone,grade_span,school_type,calendar_type,url,super_name,title_I,esea,stem
430348,E,SCH,430LEA,P,Johnsonville Elementary,Harnett,18495 NC HWY 27 West,,Cameron,NC,28326.0,919-499-4912,PK:05,Regular School,Traditional Calendar,http://www.harnett.k12.nc.us/schools/johnsonville/,,Y,,
430349,E,SCH,430LEA,P,"Highland Elementary, Sanford",Harnett,1915 Buffalo Lake Road,,Sanford,NC,27330.0,919-499-2200,KG:05,Regular School,Traditional Calendar,http://www.harnett.k12.nc.us/Schools/highland/index.htm,,Y,,
430351,M,SCH,430LEA,P,Highland Middle,Harnett,345 Highland School Rd,,Sanford,NC,27332.0,919-498-3331,06:08,Regular School,Traditional Calendar,,,,,
430352,E,SCH,430LEA,P,LaFayette Elementary,Harnett,108 LaFayette Sch Rd,,Fuqua-Varina,NC,27526.0,919-552-4353,KG:05,Regular School,Traditional Calendar,http://www.harnett.k12.nc.us/schools/lafayette/,,Y,,
430358,E,SCH,430LEA,P,Lillington-Shawtown Elementary,Harnett,855 Old US 421,,Lillington,NC,27546.0,910-893-3483,PK:05,Regular School,Traditional Calendar,http://www.harnett.k12.nc.us/Schools/LSES/index.htm,,Y,,
430368,E,SCH,430LEA,P,North Harnett Primary,Harnett,282 N Harnett School Rd,,Angier,NC,27501.0,919-639-4480,PK:02,Regular School,Traditional Calendar,http://www.harnett.k12.nc.us/schools/nharnett/,,Y,,
430369,E,SCH,430LEA,P,Overhills Elementary,Harnett,2626 Ray Road,,Spring Lake,NC,28390.0,910-436-3545,PK:05,Regular School,Traditional Calendar,,,Y,,
430370,M,SCH,430LEA,P,Overhills Middle,Harnett,2711 Ray Road,,Spring Lake,NC,28390.0,910-436-0009,06:08,Regular School,Traditional Calendar,http://www.harnett.k12.nc.us/schools/overhills/index.htm,,,,
430371,H,SCH,430LEA,P,Overhills High,Harnett,2495 Ray Road,,Spring Lake,NC,28390.0,910-436-1436,09:12,Regular School,Traditional Calendar,http://www.harnett.k12.nc.us/education/school/school.php?sectionid=21&,,,,
430376,E,SCH,430LEA,P,South Harnett Elementary,Harnett,8335 NC 210 South,,Bunnlevel,NC,28323.0,910-893-9153,03:05,Regular School,Traditional Calendar,http://www.harnett.k12.nc.us/schools/sharnett/,,Y,,
430378,H,SCH,430LEA,P,Triton High,Harnett,215 Maynard Lake Road,,Erwin,NC,28339.0,910-897-8121,09:12,Regular School,Traditional Calendar,http://www.harnett.k12.nc.us/schools/triton/,,,,
430380,E,SCH,430LEA,P,Wayne Avenue Elem,Harnett,910 W Harnett St,,Dunn,NC,28334.0,910-892-1059,04:05,Regular School,Traditional Calendar,http://www.harnett.k12.nc.us/Schools/Wayne/index.htm,,Y,,
430384,H,SCH,430LEA,P,Western Harnett High,Harnett,10637 NC Hwy 27 West,,Lillington,NC,27546.0,919-499-5113,09:12,Regular School,Traditional Calendar,http://www.harnett.k12.nc.us/schools/whhs/,,,,
430386,M,SCH,430LEA,P,Western Harnett Middle,Harnett,11135 NC Hwy 27 West,,Lillington,NC,27546.0,919-499-4497,06:08,Regular School,Traditional Calendar,http://www.harnett.k12.nc.us/Schools/WHMS/index.htm,,,,
430LEA,,LEA,,P,Harnett County Schools,Harnett,1008 Eleventh St,,Lillington,NC,27546.0,910-893-8151,,,,http://www.harnett.k12.nc.us/,Aaron Fleming,,,
43C000,E,SCH,CH,C,Anderson Creek Academy,Harnett,4940 Ray Road,,Spring Lake,NC,28390.0,910-814-9001,KG:05,Regular School,Traditional Calendar,http://www.acacharter.com,Mary Majors,,,
440314,E,SCH,440LEA,P,"Bethel Elementary, Canton",Haywood,4700 Old River Road,,Canton,NC,28716.0,828-646-3448,KG:05,Regular School,Traditional Calendar,http://www.bes.haywood.k12.nc.us,,Y,,
440318,M,SCH,440LEA,P,Bethel Middle,Haywood,630 Sonoma Road,,Waynesville,NC,28786.0,828-646-3442,06:08,Regular School,Traditional Calendar,http://www.bms.haywood.k12.nc.us,,,,
440320,M,SCH,440LEA,P,Canton Middle,Haywood,60 Penland St,,Canton,NC,28716.0,828-646-3467,06:08,Regular School,Traditional Calendar,http://www.cms.haywood.k12.nc.us,,,,
440326,H,SCH,440LEA,P,Central Haywood High,Haywood,3215 Broad Street,,Clyde,NC,28721.0,828-627-9944,09:12,Alternative Education,Traditional Calendar,http://www.chhs.haywood.k12.nc.us,,,,
440328,E,SCH,440LEA,P,Clyde Elementary,Haywood,4182 Old Clyde Road,,Clyde,NC,28721.0,828-627-2206,PK:05,Regular School,Traditional Calendar,http://www.clyde.haywood.k12.nc.us,,Y,,
440332,E,SCH,440LEA,P,Riverbend Elementary,Haywood,71 Learning Lane,,Clyde,NC,28721.0,828-627-6565,KG:05,Regular School,Traditional Calendar,http://www.res.haywood.k12.nc.us,,Y,,
440346,H,SCH,440LEA,P,Haywood Early College,Haywood,185 Freedlander Drive,,Clyde,NC,28721.0,828-565-4000,09:13,Regular School,Traditional Calendar,http://www.hec.haywood.k12.nc.us/,,,,
440348,E,SCH,440LEA,P,Hazelwood Elementary,Haywood,1111 Plott Creek Road,,Waynesville,NC,28786.0,828-456-2406,PK:05,Regular School,Traditional Calendar,http://www.hes.haywood.k12.nc.us,,Y,,
440349,E,SCH,440LEA,P,Jonathan Valley Elementary,Haywood,410 Hall Drive,,Waynesville,NC,28785.0,828-926-3207,PK:05,Regular School,Traditional Calendar,http://www.jve.haywood.k12.nc.us,,Y,,
440350,E,SCH,440LEA,P,Junaluska Elementary,Haywood,2238 Asheville Road,,Waynesville,NC,28786.0,828-456-2407,KG:05,Regular School,Traditional Calendar,http://www.jes.haywood.k12.nc.us,,Y,,
440364,E,SCH,440LEA,P,Meadowbrook Elementary,Haywood,85 Morningstar Rd,,Canton,NC,28716.0,828-646-3445,PK:05,Regular School,Traditional Calendar,http://www.mes.haywood.k12.nc.us,,Y,,
440368,E,SCH,440LEA,P,North Canton Elementary,Haywood,60 Thompson St,,Canton,NC,28716.0,828-646-3444,PK:05,Regular School,Traditional Calendar,http://www.nce.haywood.k12.nc.us,,Y,,
440378,H,SCH,440LEA,P,Pisgah High,Haywood,1 Black Bear Drive,,Canton,NC,28716.0,828-646-3440,09:12,Regular School,Traditional Calendar,http://www.phs.haywood.k12.nc.us,,,,
440390,H,SCH,440LEA,P,Tuscola High,Haywood,564 Tuscola School Rd,,Waynesville,NC,28786.0,828-456-2408,09:12,Regular School,Traditional Calendar,http://www.ths.haywood.k12.nc.us,,,,
440396,M,SCH,440LEA,P,Waynesville Middle,Haywood,495 Brown Ave,,Waynesville,NC,28786.0,828-456-2403,06:08,Regular School,Traditional Calendar,http://www.wms.haywood.k12.nc.us,,,,
440LEA,,LEA,,P,Haywood County Schools,Haywood,1230 N Main St,,Waynesville,NC,28786.0,828-456-2400,,,,http://www.haywood.k12.nc.us,Bill Nolte,,,
44A000,I,SCH,CH,C,Shining Rock Classical Academy CFA,Haywood,1023 Dellwood Road,,Waynesville,NC,28786.0,828-738-2665,KG:08,Regular School,Traditional Calendar,http://www.srca.teamcfa.school,Nathan Duncan,,,
450301,M,SCH,450LEA,P,Apple Valley Middle,Henderson,43 Fruitland Road,,Hendersonville,NC,28792.0,828-697-4545,06:08,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/avm/,,,,
450302,E,SCH,450LEA,P,Atkinson Elementary,Henderson,2510 Old Kanuga Road,,Hendersonville,NC,28739.0,828-697-4755,KG:05,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/atk/,,Y,,
450306,E,SCH,450LEA,P,Bruce Drysdale Elementary,Henderson,271 Bearcat Blvd.,,Hendersonville,NC,28792.0,828-697-5568,KG:05,Regular School,Year-Round Calendar,http://www.hendersoncountypublicschoolsnc.org/bds/,,Y,,
450307,E,SCH,450LEA,P,"Clear Creek Elementary, Hendersonville",Henderson,737 N Clear Creek Road,,Hendersonville,NC,28792.0,828-697-4760,KG:05,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/ccs/,,Y,,
450308,E,SCH,450LEA,P,Dana Elementary,Henderson,690 Ridge Road,,Hendersonville,NC,28792.0,828-685-7743,KG:05,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/dan/,,Y,,
450316,H,SCH,450LEA,P,East Henderson High,Henderson,150 Eagle Pride Drive,,East Flat Rock,NC,28726.0,828-697-4768,09:12,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/ehh/,,,,
450322,E,SCH,450LEA,P,Edneyville Elementary,Henderson,2875 Pace Road,,Hendersonville,NC,28792.0,828-685-7600,KG:05,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/edn/,,Y,,
450324,E,SCH,450LEA,P,Etowah Elementary,Henderson,320 Etowah School Road,,Etowah,NC,28729.0,828-891-6560,KG:05,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/eto/,,Y,,
450328,M,SCH,450LEA,P,"Flat Rock Middle, East Flat Rock",Henderson,191 Preston Lane,,East Flat Rock,NC,28726.0,828-697-4775,06:08,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/frm/,,,,
450332,E,SCH,450LEA,P,Fletcher Elementary,Henderson,500 Howard Gap Road,,Fletcher,NC,28732.0,828-684-0580,KG:05,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/fle/,,Y,,
450333,E,SCH,450LEA,P,Hendersonville Elementary,Henderson,1039 Randall Circle,,Hendersonville,NC,28791.0,828-697-4752,KG:05,Regular School,Year-Round Calendar,http://www.hendersoncountypublicschoolsnc.org/hes/,,Y,,Y
450334,H,SCH,450LEA,P,Hendersonville High,Henderson,1 Bearcat Boulevard,,Hendersonville,NC,28791.0,828-697-4802,09:12,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/hhs/,,,,
450335,M,SCH,450LEA,P,Hendersonville Middle,Henderson,825 North Whitted Street,,Hendersonville,NC,28791.0,828-697-4800,06:08,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/hms/,,,,
450336,E,SCH,450LEA,P,"Hillandale Elementary, East Flat Rock",Henderson,40 Preston Lane,,East Flat Rock,NC,28726.0,828-697-4782,KG:05,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/hil/,,Y,,
450339,E,SCH,450LEA,P,Glenn C Marlow Elementary,Henderson,1985 Butler Bridge Road,,Mills River,NC,28759.0,828-654-3225,KG:05,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/mar/,,Y,,
450340,E,SCH,450LEA,P,Mills River Elementary,Henderson,94 School House Road,,Mills River,NC,28759.0,828-891-6563,KG:05,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/mrs/,,Y,,
450341,H,SCH,450LEA,P,North Henderson High,Henderson,35 Fruitland Road,,Hendersonville,NC,28792.0,828-697-4500,09:12,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/nhh/,,,,
450342,M,SCH,450LEA,P,Rugby Middle,Henderson,3345 Haywood Road,,Hendersonville,NC,28791.0,828-891-6566,06:08,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/rug/,,,,
450343,T,SCH,450LEA,P,Henderson County Career Academy,Henderson,300 East Campus Way,,Flat Rock,NC,28731.0,828-697-4629,06:12,Alternative Education,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/bal/,,,,
450344,E,SCH,450LEA,P,Sugarloaf Elementary,Henderson,2270 Sugarloaf Rd,,Hendersonville,NC,28792.0,828-697-4600,KG:05,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/sug/,,Y,,
450346,E,SCH,450LEA,P,Upward Elementary,Henderson,45 Education Drive,,Flat Rock,NC,28731.0,828-697-4764,KG:05,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/upw/,,Y,,
450352,H,SCH,450LEA,P,West Henderson High,Henderson,3600 Haywood Road,,Hendersonville,NC,28791.0,828-891-6571,09:12,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/whh/,,,,
450354,H,SCH,450LEA,P,Henderson County Early College,Henderson,300 East Campus Way,,Flat Rock,NC,28731.0,828-697-4561,09:13,Regular School,Traditional Calendar,http://www.hendersoncountypublicschoolsnc.org/hcec/,,,,
450LEA,,LEA,,P,Henderson County Schools,Henderson,414 4th Ave West,,Hendersonville,NC,28739.0,828-697-4733,,,,http://www.hendersoncountypublicschoolsnc.org/,Hardy Robinson Caldwell,,,
45A000,I,SCH,CH,C,The Mountain Community Sch,Henderson,613 Glover Street,,Hendersonville,NC,28792.0,828-696-8480,KG:08,Regular School,Year-Round Calendar,http://www.themountaincommunityschool.com,Denise M Pesce,,,
45B000,E,SCH,CH,C,FernLeaf Community Charter School,Henderson,58 Howard Gap Rd,,Fletcher,NC,28732.0,828-684-3645,KG:04,Regular School,Traditional Calendar,http://www.fernleafccs.org,Michael Luplow,,,
460308,E,SCH,460LEA,P,Ahoskie Elementary,Hertford,200 N Talmage St,,Ahoskie,NC,27910.0,252-332-2588,04:05,Regular School,Traditional Calendar,,,Y,,
460312,E,SCH,460LEA,P,Bearfield Primary,Hertford,145 Hertford Co High School Rd,,Ahoskie,NC,27910.0,252-209-6140,PK:03,Regular School,Traditional Calendar,,,Y,,
460318,M,SCH,460LEA,P,Hertford County Middle,Hertford,1850 Hwy 11N,,Murfreesboro,NC,27855.0,252-398-4091,06:08,Regular School,Traditional Calendar,,,Y,,
460320,H,SCH,460LEA,P,Hertford County High,Hertford,1500 W First St,,Ahoskie,NC,27910.0,252-332-4096,09:12,Regular School,Traditional Calendar,,,Y,,
460322,H,SCH,460LEA,P,Hertford Co Early College,Hertford,109 Community College Rd,,Ahoskie,NC,27910.0,252-332-7788,09:13,Regular School,Traditional Calendar,http://www.hertford.k12.nc.us/HertfordECollege.cfm,,Y,,
460332,E,SCH,460LEA,P,Riverview Elementary,Hertford,236 US 158 Business,,Murfreesboro,NC,27855.0,252-398-4862,PK:05,Regular School,Traditional Calendar,,,Y,,
460340,H,SCH,460LEA,P,CS Brown High,Hertford,102 CSB Dr,,Winton,NC,27986.0,252-358-2852,09:12,Regular School,Traditional Calendar,,,Y,,
460LEA,,LEA,,P,Hertford County Schools,Hertford,701 N Martin Street,,Winton,NC,27986.0,252-358-1761,,,,http://www.hertford.k12.nc.us,William T Wright Jr,,,
470310,E,SCH,470LEA,P,Don D Steed Elementary,Hoke,800 Phillipi Church Rd,,Raeford,NC,28376.0,910-875-1125,PK:05,Regular School,Traditional Calendar,,,Y,,
470312,H,SCH,470LEA,P,Hoke County High,Hoke,505 S Bethel Road,,Raeford,NC,28376.0,910-875-2156,09:12,Regular School,Traditional Calendar,http://www.hcs.k12.nc.us/hhs/default.htm,,,,
470316,E,SCH,470LEA,P,J W McLauchlin Elementary,Hoke,326 N Main St,,Raeford,NC,28376.0,910-875-8721,PK:05,Regular School,Traditional Calendar,http://www.hcs.k12.nc.us/jwmes/default.htm,,Y,,
470320,M,SCH,470LEA,P,West Hoke Middle,Hoke,200 NC 211 W,,Raeford,NC,28376.0,910-875-3411,06:08,Regular School,Traditional Calendar,http://www.hcs.k12.nc.us/whms/default.htm,,Y,,
470328,E,SCH,470LEA,P,Scurlock Elementary,Hoke,775 Rockfish Rd,,Raeford,NC,28376.0,910-875-4182,PK:05,Regular School,Traditional Calendar,http://www.hcs.k12.nc.us/ses/default.htm,,Y,,
470330,E,SCH,470LEA,P,Hawk Eye Elementary,Hoke,4321 Old Maxton Road,,Red Springs,NC,28377.0,910-875-2470,PK:05,Regular School,Traditional Calendar,http://www.hcs.k12.nc.us/hees/default.htm,,Y,,
470332,M,SCH,470LEA,P,East Hoke Middle,Hoke,4702 Fayetteville Rd,,Raeford,NC,28376.0,910-875-5048,06:08,Regular School,Traditional Calendar,http://www.hcs.k12.nc.us/ehms/default.htm,,Y,,
470336,E,SCH,470LEA,P,West Hoke Elementary,Hoke,6050 Turnpike Road,,Raeford,NC,28376.0,910-875-2584,PK:05,Regular School,Traditional Calendar,http://www.hcs.k12.nc.us/whes/default.htm,,Y,,
470340,E,SCH,470LEA,P,Rockfish Hoke Elementary,Hoke,6251 Rockfish Rd,,Raeford,NC,28376.0,910-875-9343,PK:05,Regular School,Traditional Calendar,http://www.hcs.k12.nc.us/rhes/default.htm,,Y,,
470342,T,SCH,470LEA,P,J W Turlington School,Hoke,116 W Prospect Ave,,Raeford,NC,28376.0,910-875-2583,06:12,Alternative Education,Traditional Calendar,http://www.hcs.k12.nc.us/turl/default.htm,,,,
470346,E,SCH,470LEA,P,Upchurch Elementary,Hoke,730 Turnpike Road,,Raeford,NC,28376.0,910-875-1574,PK:05,Regular School,Traditional Calendar,http://www.hcs.k12.nc.us/ues/default.htm,,Y,,
470441,E,SCH,470LEA,P,Sandy Grove Elementary,Hoke,8452 North Old Wire Road,,Lumber Bridge,NC,28357.0,910-875-6008,PK:05,Regular School,Traditional Calendar,http://www.hcs.k12.nc.us/sges/default.htm,,Y,,
470442,M,SCH,470LEA,P,Sandy Grove Middle,Hoke,300 Chason Road,,Lumber Bridge,NC,28357.0,910-875-3559,06:08,Regular School,Traditional Calendar,http://www.hcs.k12.nc.us/sgms/default.htm,,Y,,
470443,H,SCH,470LEA,P,SandHoke Early College High,Hoke,1110 East Central Avenue,,Raeford,NC,28376.0,910-878-5806,09:13,Regular School,Traditional Calendar,http://shec.hcs.k12.nc.us/,,,,
470LEA,,LEA,,P,Hoke County Schools,Hoke,310 Wooley Street,,Raeford,NC,28376.0,910-875-4106,,,,http://www.hcs.k12.nc.us,Freddie Williamson,,,
480306,E,SCH,480LEA,P,Mattamuskeet Elementary,Hyde,60 Juniper Bay Road,,Swan Quarter,NC,27885.0,252-926-0240,PK:05,Regular School,Traditional Calendar,http://www.hyde.k12.nc.us,,Y,,
480316,A,SCH,480LEA,P,Ocracoke School,Hyde,120 Schoolhouse Rd,,Ocracoke,NC,27960.0,252-928-3251,PK:12,Regular School,Traditional Calendar,http://www.hyde.k12.nc.us,,Y,,
480318,T,SCH,480LEA,P,Mattamuskeet Early College High,Hyde,20392 Hwy US 264,,Swan Quarter,NC,27885.0,252-926-0221,06:13,Regular School,Traditional Calendar,http://mhs.hyde.k12.nc.us/,,Y,,
480LEA,,LEA,,P,Hyde County Schools,Hyde,1430 Main Street,,Swan Quarter,NC,27885.0,252-926-3281,,,,http://www.hyde.k12.nc.us,Randolph Latimore Sr,,,
490307,H,SCH,490LEA,P,Agriculture and Science Early College,Iredell,158 Raider Rd,,Olin,NC,28660.0,704-876-4056,09:11,Regular School,Traditional Calendar,,,,,
490308,M,SCH,490LEA,P,"Brawley Middle, Mooresville",Iredell,132 Swift Arrow Drive,,Mooresville,NC,28117.0,704-664-4430,06:08,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/brawley,,,,
490310,T,SCH,490LEA,P,Career Academy and Technical School,Iredell,350 Old Murdock Rd,,Troutman,NC,28166.0,704-978-2791,06:12,Regular School,Traditional Calendar,http://iss.schoolwires.com/cats/site/default.asp,,,,
490312,E,SCH,490LEA,P,Celeste Henkel Elementary,Iredell,1503 Old Mountain Road,,Statesville,NC,28677.0,704-873-7333,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/celeste,,Y,,
490316,E,SCH,490LEA,P,"Central Elementary, Statesville",Iredell,4083 Wilkesboro Hwy,,Statesville,NC,28625.0,704-876-0746,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/central,,,,
490318,E,SCH,490LEA,P,Coddle Creek Elementary,Iredell,141 Frank's Crossing Loop,,Mooresville,NC,28115.0,704-439-4077,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/coddlecreek,,,,
490319,E,SCH,490LEA,P,Cloverleaf Elementary,Iredell,300 James Farm Rd,,Statesville,NC,28625.0,704-978-2111,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/cloverleaf,,Y,,
490320,H,SCH,490LEA,P,Collaborative College for Technology,Iredell,500 West Broad Street,,Statesville,NC,28677.0,704-978-5450,09:13,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/earlycollege,,,,
490324,E,SCH,490LEA,P,Cool Spring Elementary,Iredell,1969 Mocksville Hwy,,Cleveland,NC,27013.0,704-873-4949,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/coolspring,,Y,,
490326,E,SCH,490LEA,P,East Iredell Elementary,Iredell,400 E Elementary Rd,,Statesville,NC,28625.0,704-872-9541,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/ees,,Y,,
490327,M,SCH,490LEA,P,East Iredell Middle,Iredell,590 Chestnut Grove Road,,Statesville,NC,28625.0,704-872-4666,06:08,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/ems,,,,
490332,E,SCH,490LEA,P,Harmony Elementary,Iredell,139 Harmony School Road,,Harmony,NC,28634.0,704-546-2643,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/harmony,,Y,,
490335,H,SCH,490LEA,P,Lake Norman High,Iredell,186 Doolie Road,,Mooresville,NC,28117.0,704-799-8555,09:12,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/lnhs,,,,
490336,E,SCH,490LEA,P,Lake Norman Elementary,Iredell,255 Oak Tree Road,,Mooresville,NC,28117.0,704-662-8261,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/lakenorman,,,,
490337,E,SCH,490LEA,P,Lakeshore Elementary,Iredell,252 Lakeshore School Road,,Mooresville,NC,28117.0,704-660-5970,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/lakeshore,,,,
490338,M,SCH,490LEA,P,Lakeshore Middle,Iredell,244 Lakeshore School Drive,,Mooresville,NC,28117.0,704-799-0187,06:08,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/lsm,,,,
490344,M,SCH,490LEA,P,Mount Mourne School,Iredell,1431 Mecklenburg Hwy,,Mooresville,NC,28115.0,704-892-4711,06:08,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/mmib,,,,
490345,E,SCH,490LEA,P,N B Mills Elementary,Iredell,1410 Pearl St,,Statesville,NC,28677.0,704-873-8498,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/nbmills,,Y,,
490346,H,SCH,490LEA,P,North Iredell High,Iredell,156 Raider Road,,Olin,NC,28660.0,704-876-4191,09:12,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/nihs,,,,
490347,M,SCH,490LEA,P,Northview School,Iredell,625 Carolina Ave N,,Statesville,NC,28677.0,704-873-7354,06:08,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/nvib,,,,
490348,E,SCH,490LEA,P,Scotts Elementary,Iredell,4743 Taylorsville Hwy,,Statesville,NC,28625.0,704-585-6526,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/scotts,,Y,,
490349,M,SCH,490LEA,P,North Iredell Middle,Iredell,2467 Jennings Rd,,Olin,NC,28660.0,704-876-4802,06:08,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/nms,,,,
490350,A,SCH,490LEA,P,Pressly School,Iredell,222 Knox St,,Statesville,NC,28677.0,704-872-7606,KG:12,Alternative Education,Traditional Calendar,http://www.iss.k12.nc.us/schools/pressly,,,,
490352,M,SCH,490LEA,P,Statesville Middle,Iredell,321 Clegg St,,Statesville,NC,28677.0,704-872-2135,06:08,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/sms,,,,
490354,H,SCH,490LEA,P,Statesville High,Iredell,474 N Center St,,Statesville,NC,28677.0,704-873-3491,09:12,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/shs,,,,
490355,H,SCH,490LEA,P,Crossroads Arts Sciences Early College,Iredell,476 N Center St,,Statesville,NC,28677.0,704-978-0034,09:13,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/vpac,,,,
490356,E,SCH,490LEA,P,"Sharon Elementary, Statesville",Iredell,880 Sharon Sch Rd,,Statesville,NC,28677.0,704-872-3401,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/sharon,,Y,,
490360,E,SCH,490LEA,P,Shepherd Elementary,Iredell,1748 Charlotte Hwy,,Mooresville,NC,28115.0,704-664-2582,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/shepherd,,Y,,
490362,H,SCH,490LEA,P,South Iredell High,Iredell,299 Old Mountain Rd,,Statesville,NC,28677.0,704-528-4536,09:12,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/sihs,,,,
490363,E,SCH,490LEA,P,Third Creek Elementary,Iredell,361 East Barkley Road,,Statesville,NC,28677.0,704-873-3002,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/tce/,,Y,,
490364,E,SCH,490LEA,P,Troutman Elementary,Iredell,220 S Main St,,Troutman,NC,28166.0,704-528-4526,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/tes,,Y,,
490366,M,SCH,490LEA,P,Troutman Middle,Iredell,305 Rumple St,,Troutman,NC,28166.0,704-528-5137,06:08,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/tms,,,,
490368,E,SCH,490LEA,P,Union Grove Elementary,Iredell,1314 Sloans Mill Rd,,Union Grove,NC,28689.0,704-539-4354,PK:05,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/uniongrove,,Y,,
490380,H,SCH,490LEA,P,West Iredell High,Iredell,213 Warrior Dr,,Statesville,NC,28677.0,704-873-2181,09:12,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/wihs,,,,
490384,M,SCH,490LEA,P,West Iredell Middle,Iredell,303 Watermelon Rd,,Statesville,NC,28677.0,704-873-2887,06:08,Regular School,Traditional Calendar,http://www.iss.k12.nc.us/schools/wms,,,,
490390,E,SCH,490LEA,P,Woodland Heights Elementary,Iredell,288 Forest Lake Boulevard,,Mooresville,NC,28117.0,704-663-1370,PK:05,Regular School,Traditional Calendar,,,,,
490LEA,,LEA,,P,Iredell-Statesville Schools,Iredell,549 N Race St,,Statesville,NC,28677.0,704-872-8931,,,,http://www.iss.k12.nc.us/,Brady Johnson,,,
491303,E,SCH,491LEA,P,East Mooresville Intermediate,Iredell,1711 Landis Highway,,Mooresville,NC,28115.0,704-658-2700,04:06,Regular School,Traditional Calendar,http://www.mgsd.k12.nc.us/page.cfm?p=2492,,Y,,
491305,T,SCH,491LEA,P,NF Woods Campus,Iredell,574 W McLelland Ave,,Mooresville,NC,28115.0,704-658-2500,07:12,Alternative Education,Traditional Calendar,http://www.mgsd.k12.nc.us/page.cfm?p=2496,,,,
491306,E,SCH,491LEA,P,Mooresville Intermediate,Iredell,1438 Coddle Creek Hwy,,Mooresville,NC,28115.0,704-658-2680,04:06,Regular School,Traditional Calendar,http://www.mgsd.k12.nc.us/page.cfm?p=2493,,Y,,
491308,M,SCH,491LEA,P,Mooresville Middle,Iredell,233 Kistler Farm Rd,,Mooresville,NC,28115.0,704-658-2720,07:08,Regular School,Traditional Calendar,http://www.mgsd.k12.nc.us/page.cfm?p=2494,,,,
491312,H,SCH,491LEA,P,Mooresville High School,Iredell,659 E Center Ave,,Mooresville,NC,28115.0,704-658-2580,09:12,Regular School,Traditional Calendar,http://www.mgsd.k12.nc.us/page.cfm?p=2730,,,,
491316,E,SCH,491LEA,P,Park View Elementary,Iredell,217 W McNeely Ave,,Mooresville,NC,28115.0,704-658-2550,KG:03,Regular School,Traditional Calendar,http://www.mgsd.k12.nc.us/page.cfm?p=2489,,Y,,
